"Kod";"Nazwa";"Rodzaje towarów";"Rok";"Wartosc";"Jednostka miary";"Atrybut";
0600000;"LUBELSKIE";"jaja kurze świeże - za 1szt.";"1999";0,00;"zł";"";
0600000;"LUBELSKIE";"jaja kurze świeże - za 1szt.";"2000";0,00;"zł";"";
0600000;"LUBELSKIE";"jaja kurze świeże - za 1szt.";"2001";0,00;"zł";"#";
0600000;"LUBELSKIE";"jaja kurze świeże - za 1szt.";"2002";0,00;"zł";"#";
0600000;"LUBELSKIE";"jaja kurze świeże - za 1szt.";"2003";0,00;"zł";"#";
0600000;"LUBELSKIE";"jaja kurze świeże - za 1szt.";"2004";0,00;"zł";"#";
0600000;"LUBELSKIE";"jaja kurze świeże - za 1szt.";"2005";0,00;"zł";"";
0600000;"LUBELSKIE";"jaja kurze świeże - za 1szt.";"2006";0,00;"zł";"";
0600000;"LUBELSKIE";"jaja kurze świeże - za 1szt.";"2007";0,00;"zł";"";
0600000;"LUBELSKIE";"jaja kurze świeże - za 1szt.";"2008";0,00;"zł";"";
0600000;"LUBELSKIE";"jaja kurze świeże - za 1szt.";"2009";0,00;"zł";"";
0600000;"LUBELSKIE";"jaja kurze świeże - za 1szt.";"2010";0,00;"zł";"";
0600000;"LUBELSKIE";"jaja kurze świeże - za 1szt.";"2011";0,00;"zł";"";
0600000;"LUBELSKIE";"jaja kurze świeże - za 1szt.";"2012";0,00;"zł";"";
0600000;"LUBELSKIE";"jaja kurze świeże - za 1szt.";"2013";0,31;"zł";"";
0600000;"LUBELSKIE";"jaja kurze świeże - za 1szt.";"2014";0,31;"zł";"";
0600000;"LUBELSKIE";"jaja kurze świeże - za 1szt.";"2015";0,31;"zł";"";
0600000;"LUBELSKIE";"jaja kurze świeże - za 1szt.";"2016";0,28;"zł";"";
0600000;"LUBELSKIE";"jaja kurze świeże - za 1szt.";"2017";0,35;"zł";"";
0600000;"LUBELSKIE";"jaja kurze świeże - za 1szt.";"2018";0,32;"zł";"";
0600000;"LUBELSKIE";"jaja kurze świeże - za 1szt.";"2019";0,28;"zł";"";
0600000;"LUBELSKIE";"cukier biały z buraków cukrowych, workowany - za 1kg";"1999";1,86;"zł";"";
0600000;"LUBELSKIE";"cukier biały z buraków cukrowych, workowany - za 1kg";"2000";2,39;"zł";"";
0600000;"LUBELSKIE";"cukier biały z buraków cukrowych, workowany - za 1kg";"2001";2,14;"zł";"";
0600000;"LUBELSKIE";"cukier biały z buraków cukrowych, workowany - za 1kg";"2002";2,11;"zł";"";
0600000;"LUBELSKIE";"cukier biały z buraków cukrowych, workowany - za 1kg";"2003";1,89;"zł";"";
0600000;"LUBELSKIE";"cukier biały z buraków cukrowych, workowany - za 1kg";"2004";2,64;"zł";"";
0600000;"LUBELSKIE";"cukier biały z buraków cukrowych, workowany - za 1kg";"2005";2,54;"zł";"";
0600000;"LUBELSKIE";"cukier biały z buraków cukrowych, workowany - za 1kg";"2006";2,56;"zł";"";
0600000;"LUBELSKIE";"cukier biały z buraków cukrowych, workowany - za 1kg";"2007";2,44;"zł";"";
0600000;"LUBELSKIE";"cukier biały z buraków cukrowych, workowany - za 1kg";"2008";2,30;"zł";"";
0600000;"LUBELSKIE";"cukier biały z buraków cukrowych, workowany - za 1kg";"2009";2,51;"zł";"";
0600000;"LUBELSKIE";"cukier biały z buraków cukrowych, workowany - za 1kg";"2010";0,00;"zł";"";
0600000;"LUBELSKIE";"cukier biały z buraków cukrowych, workowany - za 1kg";"2011";0,00;"zł";"";
0600000;"LUBELSKIE";"cukier biały z buraków cukrowych, workowany - za 1kg";"2012";0,00;"zł";"";
0600000;"LUBELSKIE";"cukier biały z buraków cukrowych, workowany - za 1kg";"2013";0,00;"zł";"";
0600000;"LUBELSKIE";"cukier biały z buraków cukrowych, workowany - za 1kg";"2014";0,00;"zł";"";
0600000;"LUBELSKIE";"cukier biały z buraków cukrowych, workowany - za 1kg";"2015";0,00;"zł";"";
0600000;"LUBELSKIE";"cukier biały z buraków cukrowych, workowany - za 1kg";"2016";0,00;"zł";"";
0600000;"LUBELSKIE";"cukier biały z buraków cukrowych, workowany - za 1kg";"2017";0,00;"zł";"";
0600000;"LUBELSKIE";"cukier biały z buraków cukrowych, workowany - za 1kg";"2018";0,00;"zł";"";
0600000;"LUBELSKIE";"cukier biały z buraków cukrowych, workowany - za 1kg";"2019";0,00;"zł";"";
0600000;"LUBELSKIE";"czekolada naturalna pełna bez dodatków - za 1kg";"1999";0,00;"zł";"";
0600000;"LUBELSKIE";"czekolada naturalna pełna bez dodatków - za 1kg";"2000";0,00;"zł";"";
0600000;"LUBELSKIE";"czekolada naturalna pełna bez dodatków - za 1kg";"2001";19,60;"zł";"";
0600000;"LUBELSKIE";"czekolada naturalna pełna bez dodatków - za 1kg";"2002";0,00;"zł";"";
0600000;"LUBELSKIE";"czekolada naturalna pełna bez dodatków - za 1kg";"2003";0,00;"zł";"";
0600000;"LUBELSKIE";"czekolada naturalna pełna bez dodatków - za 1kg";"2004";0,00;"zł";"";
0600000;"LUBELSKIE";"czekolada naturalna pełna bez dodatków - za 1kg";"2005";0,00;"zł";"";
0600000;"LUBELSKIE";"czekolada naturalna pełna bez dodatków - za 1kg";"2006";0,00;"zł";"";
0600000;"LUBELSKIE";"czekolada naturalna pełna bez dodatków - za 1kg";"2007";0,00;"zł";"";
0600000;"LUBELSKIE";"czekolada naturalna pełna bez dodatków - za 1kg";"2008";0,00;"zł";"";
0600000;"LUBELSKIE";"czekolada naturalna pełna bez dodatków - za 1kg";"2009";0,00;"zł";"";
0600000;"LUBELSKIE";"czekolada naturalna pełna bez dodatków - za 1kg";"2010";0,00;"zł";"";
0600000;"LUBELSKIE";"czekolada naturalna pełna bez dodatków - za 1kg";"2011";0,00;"zł";"";
0600000;"LUBELSKIE";"czekolada naturalna pełna bez dodatków - za 1kg";"2012";0,00;"zł";"";
0600000;"LUBELSKIE";"czekolada naturalna pełna bez dodatków - za 1kg";"2013";0,00;"zł";"";
0600000;"LUBELSKIE";"czekolada naturalna pełna bez dodatków - za 1kg";"2014";0,00;"zł";"";
0600000;"LUBELSKIE";"czekolada naturalna pełna bez dodatków - za 1kg";"2015";0,00;"zł";"";
0600000;"LUBELSKIE";"czekolada naturalna pełna bez dodatków - za 1kg";"2016";0,00;"zł";"";
0600000;"LUBELSKIE";"czekolada naturalna pełna bez dodatków - za 1kg";"2017";0,00;"zł";"";
0600000;"LUBELSKIE";"czekolada naturalna pełna bez dodatków - za 1kg";"2018";0,00;"zł";"";
0600000;"LUBELSKIE";"czekolada naturalna pełna bez dodatków - za 1kg";"2019";0,00;"zł";"";
0600000;"LUBELSKIE";"sól warzona biała workowana - za 1kg";"1999";0,00;"zł";"";
0600000;"LUBELSKIE";"sól warzona biała workowana - za 1kg";"2000";0,00;"zł";"";
0600000;"LUBELSKIE";"sól warzona biała workowana - za 1kg";"2001";0,00;"zł";"";
0600000;"LUBELSKIE";"sól warzona biała workowana - za 1kg";"2002";0,00;"zł";"";
0600000;"LUBELSKIE";"sól warzona biała workowana - za 1kg";"2003";0,00;"zł";"";
0600000;"LUBELSKIE";"sól warzona biała workowana - za 1kg";"2004";0,00;"zł";"";
0600000;"LUBELSKIE";"sól warzona biała workowana - za 1kg";"2005";0,00;"zł";"";
0600000;"LUBELSKIE";"sól warzona biała workowana - za 1kg";"2006";0,00;"zł";"";
0600000;"LUBELSKIE";"sól warzona biała workowana - za 1kg";"2007";0,00;"zł";"";
0600000;"LUBELSKIE";"sól warzona biała workowana - za 1kg";"2008";0,00;"zł";"";
0600000;"LUBELSKIE";"sól warzona biała workowana - za 1kg";"2009";0,00;"zł";"";
0600000;"LUBELSKIE";"sól warzona biała workowana - za 1kg";"2010";0,00;"zł";"";
0600000;"LUBELSKIE";"sól warzona biała workowana - za 1kg";"2011";0,00;"zł";"";
0600000;"LUBELSKIE";"sól warzona biała workowana - za 1kg";"2012";0,00;"zł";"";
0600000;"LUBELSKIE";"sól warzona biała workowana - za 1kg";"2013";0,00;"zł";"";
0600000;"LUBELSKIE";"sól warzona biała workowana - za 1kg";"2014";0,00;"zł";"";
0600000;"LUBELSKIE";"sól warzona biała workowana - za 1kg";"2015";0,00;"zł";"";
0600000;"LUBELSKIE";"sól warzona biała workowana - za 1kg";"2016";0,00;"zł";"";
0600000;"LUBELSKIE";"sól warzona biała workowana - za 1kg";"2017";0,00;"zł";"";
0600000;"LUBELSKIE";"sól warzona biała workowana - za 1kg";"2018";0,00;"zł";"";
0600000;"LUBELSKIE";"sól warzona biała workowana - za 1kg";"2019";0,00;"zł";"";
0800000;"LUBUSKIE";"jaja kurze świeże - za 1szt.";"1999";0,00;"zł";"";
0800000;"LUBUSKIE";"jaja kurze świeże - za 1szt.";"2000";0,00;"zł";"";
0800000;"LUBUSKIE";"jaja kurze świeże - za 1szt.";"2001";0,00;"zł";"#";
0800000;"LUBUSKIE";"jaja kurze świeże - za 1szt.";"2002";0,00;"zł";"#";
0800000;"LUBUSKIE";"jaja kurze świeże - za 1szt.";"2003";0,00;"zł";"#";
0800000;"LUBUSKIE";"jaja kurze świeże - za 1szt.";"2004";0,00;"zł";"#";
0800000;"LUBUSKIE";"jaja kurze świeże - za 1szt.";"2005";0,00;"zł";"";
0800000;"LUBUSKIE";"jaja kurze świeże - za 1szt.";"2006";0,00;"zł";"";
0800000;"LUBUSKIE";"jaja kurze świeże - za 1szt.";"2007";0,00;"zł";"";
0800000;"LUBUSKIE";"jaja kurze świeże - za 1szt.";"2008";0,00;"zł";"";
0800000;"LUBUSKIE";"jaja kurze świeże - za 1szt.";"2009";0,00;"zł";"";
0800000;"LUBUSKIE";"jaja kurze świeże - za 1szt.";"2010";0,00;"zł";"";
0800000;"LUBUSKIE";"jaja kurze świeże - za 1szt.";"2011";0,00;"zł";"";
0800000;"LUBUSKIE";"jaja kurze świeże - za 1szt.";"2012";0,00;"zł";"";
0800000;"LUBUSKIE";"jaja kurze świeże - za 1szt.";"2013";0,00;"zł";"";
0800000;"LUBUSKIE";"jaja kurze świeże - za 1szt.";"2014";0,00;"zł";"";
0800000;"LUBUSKIE";"jaja kurze świeże - za 1szt.";"2015";0,00;"zł";"";
0800000;"LUBUSKIE";"jaja kurze świeże - za 1szt.";"2016";0,00;"zł";"";
0800000;"LUBUSKIE";"jaja kurze świeże - za 1szt.";"2017";0,00;"zł";"";
0800000;"LUBUSKIE";"jaja kurze świeże - za 1szt.";"2018";0,00;"zł";"";
0800000;"LUBUSKIE";"jaja kurze świeże - za 1szt.";"2019";0,00;"zł";"";
0800000;"LUBUSKIE";"cukier biały z buraków cukrowych, workowany - za 1kg";"1999";0,00;"zł";"";
0800000;"LUBUSKIE";"cukier biały z buraków cukrowych, workowany - za 1kg";"2000";2,30;"zł";"";
0800000;"LUBUSKIE";"cukier biały z buraków cukrowych, workowany - za 1kg";"2001";2,07;"zł";"";
0800000;"LUBUSKIE";"cukier biały z buraków cukrowych, workowany - za 1kg";"2002";2,09;"zł";"";
0800000;"LUBUSKIE";"cukier biały z buraków cukrowych, workowany - za 1kg";"2003";1,90;"zł";"";
0800000;"LUBUSKIE";"cukier biały z buraków cukrowych, workowany - za 1kg";"2004";0,00;"zł";"";
0800000;"LUBUSKIE";"cukier biały z buraków cukrowych, workowany - za 1kg";"2005";0,00;"zł";"";
0800000;"LUBUSKIE";"cukier biały z buraków cukrowych, workowany - za 1kg";"2006";0,00;"zł";"";
0800000;"LUBUSKIE";"cukier biały z buraków cukrowych, workowany - za 1kg";"2007";0,00;"zł";"";
0800000;"LUBUSKIE";"cukier biały z buraków cukrowych, workowany - za 1kg";"2008";0,00;"zł";"";
0800000;"LUBUSKIE";"cukier biały z buraków cukrowych, workowany - za 1kg";"2009";0,00;"zł";"";
0800000;"LUBUSKIE";"cukier biały z buraków cukrowych, workowany - za 1kg";"2010";0,00;"zł";"";
0800000;"LUBUSKIE";"cukier biały z buraków cukrowych, workowany - za 1kg";"2011";0,00;"zł";"";
0800000;"LUBUSKIE";"cukier biały z buraków cukrowych, workowany - za 1kg";"2012";0,00;"zł";"";
0800000;"LUBUSKIE";"cukier biały z buraków cukrowych, workowany - za 1kg";"2013";0,00;"zł";"";
0800000;"LUBUSKIE";"cukier biały z buraków cukrowych, workowany - za 1kg";"2014";0,00;"zł";"";
0800000;"LUBUSKIE";"cukier biały z buraków cukrowych, workowany - za 1kg";"2015";0,00;"zł";"";
0800000;"LUBUSKIE";"cukier biały z buraków cukrowych, workowany - za 1kg";"2016";0,00;"zł";"";
0800000;"LUBUSKIE";"cukier biały z buraków cukrowych, workowany - za 1kg";"2017";0,00;"zł";"";
0800000;"LUBUSKIE";"cukier biały z buraków cukrowych, workowany - za 1kg";"2018";0,00;"zł";"";
0800000;"LUBUSKIE";"cukier biały z buraków cukrowych, workowany - za 1kg";"2019";0,00;"zł";"";
0800000;"LUBUSKIE";"czekolada naturalna pełna bez dodatków - za 1kg";"1999";0,00;"zł";"";
0800000;"LUBUSKIE";"czekolada naturalna pełna bez dodatków - za 1kg";"2000";0,00;"zł";"";
0800000;"LUBUSKIE";"czekolada naturalna pełna bez dodatków - za 1kg";"2001";0,00;"zł";"";
0800000;"LUBUSKIE";"czekolada naturalna pełna bez dodatków - za 1kg";"2002";0,00;"zł";"";
0800000;"LUBUSKIE";"czekolada naturalna pełna bez dodatków - za 1kg";"2003";0,00;"zł";"";
0800000;"LUBUSKIE";"czekolada naturalna pełna bez dodatków - za 1kg";"2004";0,00;"zł";"";
0800000;"LUBUSKIE";"czekolada naturalna pełna bez dodatków - za 1kg";"2005";0,00;"zł";"";
0800000;"LUBUSKIE";"czekolada naturalna pełna bez dodatków - za 1kg";"2006";0,00;"zł";"";
0800000;"LUBUSKIE";"czekolada naturalna pełna bez dodatków - za 1kg";"2007";0,00;"zł";"";
0800000;"LUBUSKIE";"czekolada naturalna pełna bez dodatków - za 1kg";"2008";0,00;"zł";"";
0800000;"LUBUSKIE";"czekolada naturalna pełna bez dodatków - za 1kg";"2009";0,00;"zł";"";
0800000;"LUBUSKIE";"czekolada naturalna pełna bez dodatków - za 1kg";"2010";0,00;"zł";"";
0800000;"LUBUSKIE";"czekolada naturalna pełna bez dodatków - za 1kg";"2011";0,00;"zł";"";
0800000;"LUBUSKIE";"czekolada naturalna pełna bez dodatków - za 1kg";"2012";0,00;"zł";"";
0800000;"LUBUSKIE";"czekolada naturalna pełna bez dodatków - za 1kg";"2013";0,00;"zł";"";
0800000;"LUBUSKIE";"czekolada naturalna pełna bez dodatków - za 1kg";"2014";0,00;"zł";"";
0800000;"LUBUSKIE";"czekolada naturalna pełna bez dodatków - za 1kg";"2015";0,00;"zł";"";
0800000;"LUBUSKIE";"czekolada naturalna pełna bez dodatków - za 1kg";"2016";0,00;"zł";"";
0800000;"LUBUSKIE";"czekolada naturalna pełna bez dodatków - za 1kg";"2017";0,00;"zł";"";
0800000;"LUBUSKIE";"czekolada naturalna pełna bez dodatków - za 1kg";"2018";0,00;"zł";"";
0800000;"LUBUSKIE";"czekolada naturalna pełna bez dodatków - za 1kg";"2019";0,00;"zł";"";
0800000;"LUBUSKIE";"sól warzona biała workowana - za 1kg";"1999";0,00;"zł";"";
0800000;"LUBUSKIE";"sól warzona biała workowana - za 1kg";"2000";0,00;"zł";"";
0800000;"LUBUSKIE";"sól warzona biała workowana - za 1kg";"2001";0,00;"zł";"";
0800000;"LUBUSKIE";"sól warzona biała workowana - za 1kg";"2002";0,00;"zł";"";
0800000;"LUBUSKIE";"sól warzona biała workowana - za 1kg";"2003";0,00;"zł";"";
0800000;"LUBUSKIE";"sól warzona biała workowana - za 1kg";"2004";0,00;"zł";"";
0800000;"LUBUSKIE";"sól warzona biała workowana - za 1kg";"2005";0,00;"zł";"";
0800000;"LUBUSKIE";"sól warzona biała workowana - za 1kg";"2006";0,00;"zł";"";
0800000;"LUBUSKIE";"sól warzona biała workowana - za 1kg";"2007";0,00;"zł";"";
0800000;"LUBUSKIE";"sól warzona biała workowana - za 1kg";"2008";0,00;"zł";"";
0800000;"LUBUSKIE";"sól warzona biała workowana - za 1kg";"2009";0,00;"zł";"";
0800000;"LUBUSKIE";"sól warzona biała workowana - za 1kg";"2010";0,00;"zł";"";
0800000;"LUBUSKIE";"sól warzona biała workowana - za 1kg";"2011";0,00;"zł";"";
0800000;"LUBUSKIE";"sól warzona biała workowana - za 1kg";"2012";0,00;"zł";"";
0800000;"LUBUSKIE";"sól warzona biała workowana - za 1kg";"2013";0,00;"zł";"";
0800000;"LUBUSKIE";"sól warzona biała workowana - za 1kg";"2014";0,00;"zł";"";
0800000;"LUBUSKIE";"sól warzona biała workowana - za 1kg";"2015";0,00;"zł";"";
0800000;"LUBUSKIE";"sól warzona biała workowana - za 1kg";"2016";0,00;"zł";"";
0800000;"LUBUSKIE";"sól warzona biała workowana - za 1kg";"2017";0,00;"zł";"";
0800000;"LUBUSKIE";"sól warzona biała workowana - za 1kg";"2018";0,00;"zł";"";
0800000;"LUBUSKIE";"sól warzona biała workowana - za 1kg";"2019";0,00;"zł";"";
1000000;"ŁÓDZKIE";"jaja kurze świeże - za 1szt.";"1999";0,00;"zł";"";
1000000;"ŁÓDZKIE";"jaja kurze świeże - za 1szt.";"2000";0,00;"zł";"";
1000000;"ŁÓDZKIE";"jaja kurze świeże - za 1szt.";"2001";0,00;"zł";"#";
1000000;"ŁÓDZKIE";"jaja kurze świeże - za 1szt.";"2002";0,00;"zł";"#";
1000000;"ŁÓDZKIE";"jaja kurze świeże - za 1szt.";"2003";0,00;"zł";"#";
1000000;"ŁÓDZKIE";"jaja kurze świeże - za 1szt.";"2004";0,00;"zł";"#";
1000000;"ŁÓDZKIE";"jaja kurze świeże - za 1szt.";"2005";0,16;"zł";"";
1000000;"ŁÓDZKIE";"jaja kurze świeże - za 1szt.";"2006";0,16;"zł";"";
1000000;"ŁÓDZKIE";"jaja kurze świeże - za 1szt.";"2007";0,20;"zł";"";
1000000;"ŁÓDZKIE";"jaja kurze świeże - za 1szt.";"2008";0,20;"zł";"";
1000000;"ŁÓDZKIE";"jaja kurze świeże - za 1szt.";"2009";0,24;"zł";"";
1000000;"ŁÓDZKIE";"jaja kurze świeże - za 1szt.";"2010";0,00;"zł";"";
1000000;"ŁÓDZKIE";"jaja kurze świeże - za 1szt.";"2011";0,00;"zł";"";
1000000;"ŁÓDZKIE";"jaja kurze świeże - za 1szt.";"2012";0,39;"zł";"";
1000000;"ŁÓDZKIE";"jaja kurze świeże - za 1szt.";"2013";0,27;"zł";"";
1000000;"ŁÓDZKIE";"jaja kurze świeże - za 1szt.";"2014";0,24;"zł";"";
1000000;"ŁÓDZKIE";"jaja kurze świeże - za 1szt.";"2015";0,27;"zł";"";
1000000;"ŁÓDZKIE";"jaja kurze świeże - za 1szt.";"2016";0,21;"zł";"";
1000000;"ŁÓDZKIE";"jaja kurze świeże - za 1szt.";"2017";0,33;"zł";"";
1000000;"ŁÓDZKIE";"jaja kurze świeże - za 1szt.";"2018";0,26;"zł";"";
1000000;"ŁÓDZKIE";"jaja kurze świeże - za 1szt.";"2019";0,27;"zł";"";
1000000;"ŁÓDZKIE";"cukier biały z buraków cukrowych, workowany - za 1kg";"1999";1,85;"zł";"";
1000000;"ŁÓDZKIE";"cukier biały z buraków cukrowych, workowany - za 1kg";"2000";2,35;"zł";"";
1000000;"ŁÓDZKIE";"cukier biały z buraków cukrowych, workowany - za 1kg";"2001";2,09;"zł";"";
1000000;"ŁÓDZKIE";"cukier biały z buraków cukrowych, workowany - za 1kg";"2002";2,09;"zł";"";
1000000;"ŁÓDZKIE";"cukier biały z buraków cukrowych, workowany - za 1kg";"2003";1,86;"zł";"";
1000000;"ŁÓDZKIE";"cukier biały z buraków cukrowych, workowany - za 1kg";"2004";2,73;"zł";"";
1000000;"ŁÓDZKIE";"cukier biały z buraków cukrowych, workowany - za 1kg";"2005";2,62;"zł";"";
1000000;"ŁÓDZKIE";"cukier biały z buraków cukrowych, workowany - za 1kg";"2006";2,69;"zł";"";
1000000;"ŁÓDZKIE";"cukier biały z buraków cukrowych, workowany - za 1kg";"2007";2,52;"zł";"";
1000000;"ŁÓDZKIE";"cukier biały z buraków cukrowych, workowany - za 1kg";"2008";2,16;"zł";"";
1000000;"ŁÓDZKIE";"cukier biały z buraków cukrowych, workowany - za 1kg";"2009";0,00;"zł";"";
1000000;"ŁÓDZKIE";"cukier biały z buraków cukrowych, workowany - za 1kg";"2010";0,00;"zł";"";
1000000;"ŁÓDZKIE";"cukier biały z buraków cukrowych, workowany - za 1kg";"2011";0,00;"zł";"";
1000000;"ŁÓDZKIE";"cukier biały z buraków cukrowych, workowany - za 1kg";"2012";0,00;"zł";"";
1000000;"ŁÓDZKIE";"cukier biały z buraków cukrowych, workowany - za 1kg";"2013";0,00;"zł";"";
1000000;"ŁÓDZKIE";"cukier biały z buraków cukrowych, workowany - za 1kg";"2014";0,00;"zł";"";
1000000;"ŁÓDZKIE";"cukier biały z buraków cukrowych, workowany - za 1kg";"2015";0,00;"zł";"";
1000000;"ŁÓDZKIE";"cukier biały z buraków cukrowych, workowany - za 1kg";"2016";0,00;"zł";"";
1000000;"ŁÓDZKIE";"cukier biały z buraków cukrowych, workowany - za 1kg";"2017";0,00;"zł";"";
1000000;"ŁÓDZKIE";"cukier biały z buraków cukrowych, workowany - za 1kg";"2018";0,00;"zł";"";
1000000;"ŁÓDZKIE";"cukier biały z buraków cukrowych, workowany - za 1kg";"2019";0,00;"zł";"";
1000000;"ŁÓDZKIE";"czekolada naturalna pełna bez dodatków - za 1kg";"1999";10,37;"zł";"";
1000000;"ŁÓDZKIE";"czekolada naturalna pełna bez dodatków - za 1kg";"2000";0,00;"zł";"";
1000000;"ŁÓDZKIE";"czekolada naturalna pełna bez dodatków - za 1kg";"2001";11,30;"zł";"";
1000000;"ŁÓDZKIE";"czekolada naturalna pełna bez dodatków - za 1kg";"2002";12,19;"zł";"";
1000000;"ŁÓDZKIE";"czekolada naturalna pełna bez dodatków - za 1kg";"2003";14,12;"zł";"";
1000000;"ŁÓDZKIE";"czekolada naturalna pełna bez dodatków - za 1kg";"2004";14,43;"zł";"";
1000000;"ŁÓDZKIE";"czekolada naturalna pełna bez dodatków - za 1kg";"2005";0,00;"zł";"";
1000000;"ŁÓDZKIE";"czekolada naturalna pełna bez dodatków - za 1kg";"2006";0,00;"zł";"";
1000000;"ŁÓDZKIE";"czekolada naturalna pełna bez dodatków - za 1kg";"2007";0,00;"zł";"";
1000000;"ŁÓDZKIE";"czekolada naturalna pełna bez dodatków - za 1kg";"2008";0,00;"zł";"";
1000000;"ŁÓDZKIE";"czekolada naturalna pełna bez dodatków - za 1kg";"2009";0,00;"zł";"";
1000000;"ŁÓDZKIE";"czekolada naturalna pełna bez dodatków - za 1kg";"2010";0,00;"zł";"";
1000000;"ŁÓDZKIE";"czekolada naturalna pełna bez dodatków - za 1kg";"2011";0,00;"zł";"";
1000000;"ŁÓDZKIE";"czekolada naturalna pełna bez dodatków - za 1kg";"2012";0,00;"zł";"";
1000000;"ŁÓDZKIE";"czekolada naturalna pełna bez dodatków - za 1kg";"2013";0,00;"zł";"";
1000000;"ŁÓDZKIE";"czekolada naturalna pełna bez dodatków - za 1kg";"2014";0,00;"zł";"";
1000000;"ŁÓDZKIE";"czekolada naturalna pełna bez dodatków - za 1kg";"2015";0,00;"zł";"";
1000000;"ŁÓDZKIE";"czekolada naturalna pełna bez dodatków - za 1kg";"2016";0,00;"zł";"";
1000000;"ŁÓDZKIE";"czekolada naturalna pełna bez dodatków - za 1kg";"2017";0,00;"zł";"";
1000000;"ŁÓDZKIE";"czekolada naturalna pełna bez dodatków - za 1kg";"2018";0,00;"zł";"";
1000000;"ŁÓDZKIE";"czekolada naturalna pełna bez dodatków - za 1kg";"2019";0,00;"zł";"";
1000000;"ŁÓDZKIE";"sól warzona biała workowana - za 1kg";"1999";0,00;"zł";"";
1000000;"ŁÓDZKIE";"sól warzona biała workowana - za 1kg";"2000";0,00;"zł";"";
1000000;"ŁÓDZKIE";"sól warzona biała workowana - za 1kg";"2001";0,00;"zł";"";
1000000;"ŁÓDZKIE";"sól warzona biała workowana - za 1kg";"2002";0,00;"zł";"";
1000000;"ŁÓDZKIE";"sól warzona biała workowana - za 1kg";"2003";0,00;"zł";"";
1000000;"ŁÓDZKIE";"sól warzona biała workowana - za 1kg";"2004";0,00;"zł";"";
1000000;"ŁÓDZKIE";"sól warzona biała workowana - za 1kg";"2005";0,00;"zł";"";
1000000;"ŁÓDZKIE";"sól warzona biała workowana - za 1kg";"2006";0,00;"zł";"";
1000000;"ŁÓDZKIE";"sól warzona biała workowana - za 1kg";"2007";0,00;"zł";"";
1000000;"ŁÓDZKIE";"sól warzona biała workowana - za 1kg";"2008";0,00;"zł";"";
1000000;"ŁÓDZKIE";"sól warzona biała workowana - za 1kg";"2009";0,00;"zł";"";
1000000;"ŁÓDZKIE";"sól warzona biała workowana - za 1kg";"2010";0,00;"zł";"";
1000000;"ŁÓDZKIE";"sól warzona biała workowana - za 1kg";"2011";0,00;"zł";"";
1000000;"ŁÓDZKIE";"sól warzona biała workowana - za 1kg";"2012";0,00;"zł";"";
1000000;"ŁÓDZKIE";"sól warzona biała workowana - za 1kg";"2013";0,00;"zł";"";
1000000;"ŁÓDZKIE";"sól warzona biała workowana - za 1kg";"2014";0,00;"zł";"";
1000000;"ŁÓDZKIE";"sól warzona biała workowana - za 1kg";"2015";0,00;"zł";"";
1000000;"ŁÓDZKIE";"sól warzona biała workowana - za 1kg";"2016";0,00;"zł";"";
1000000;"ŁÓDZKIE";"sól warzona biała workowana - za 1kg";"2017";0,00;"zł";"";
1000000;"ŁÓDZKIE";"sól warzona biała workowana - za 1kg";"2018";0,00;"zł";"";
1000000;"ŁÓDZKIE";"sól warzona biała workowana - za 1kg";"2019";0,00;"zł";"";
1200000;"MAŁOPOLSKIE";"jaja kurze świeże - za 1szt.";"1999";0,00;"zł";"";
1200000;"MAŁOPOLSKIE";"jaja kurze świeże - za 1szt.";"2000";0,00;"zł";"";
1200000;"MAŁOPOLSKIE";"jaja kurze świeże - za 1szt.";"2001";0,00;"zł";"#";
1200000;"MAŁOPOLSKIE";"jaja kurze świeże - za 1szt.";"2002";0,00;"zł";"#";
1200000;"MAŁOPOLSKIE";"jaja kurze świeże - za 1szt.";"2003";0,00;"zł";"#";
1200000;"MAŁOPOLSKIE";"jaja kurze świeże - za 1szt.";"2004";0,00;"zł";"#";
1200000;"MAŁOPOLSKIE";"jaja kurze świeże - za 1szt.";"2005";0,25;"zł";"";
1200000;"MAŁOPOLSKIE";"jaja kurze świeże - za 1szt.";"2006";0,26;"zł";"";
1200000;"MAŁOPOLSKIE";"jaja kurze świeże - za 1szt.";"2007";0,24;"zł";"";
1200000;"MAŁOPOLSKIE";"jaja kurze świeże - za 1szt.";"2008";0,26;"zł";"";
1200000;"MAŁOPOLSKIE";"jaja kurze świeże - za 1szt.";"2009";0,28;"zł";"";
1200000;"MAŁOPOLSKIE";"jaja kurze świeże - za 1szt.";"2010";0,26;"zł";"";
1200000;"MAŁOPOLSKIE";"jaja kurze świeże - za 1szt.";"2011";0,24;"zł";"";
1200000;"MAŁOPOLSKIE";"jaja kurze świeże - za 1szt.";"2012";0,36;"zł";"";
1200000;"MAŁOPOLSKIE";"jaja kurze świeże - za 1szt.";"2013";0,26;"zł";"";
1200000;"MAŁOPOLSKIE";"jaja kurze świeże - za 1szt.";"2014";0,24;"zł";"";
1200000;"MAŁOPOLSKIE";"jaja kurze świeże - za 1szt.";"2015";0,25;"zł";"";
1200000;"MAŁOPOLSKIE";"jaja kurze świeże - za 1szt.";"2016";0,22;"zł";"";
1200000;"MAŁOPOLSKIE";"jaja kurze świeże - za 1szt.";"2017";0,31;"zł";"";
