"Kod";"Nazwa";"Rodzaje towarów";"Rok";"Wartosc";"Jednostka miary";"Atrybut";
0400000;"KUJAWSKO-POMORSKIE";"sok jabłkowy, w opakowaniu kartonowym - za 1l";"2010";0,00;"zł";"";
0400000;"KUJAWSKO-POMORSKIE";"sok jabłkowy, w opakowaniu kartonowym - za 1l";"2011";0,00;"zł";"";
0400000;"KUJAWSKO-POMORSKIE";"sok jabłkowy, w opakowaniu kartonowym - za 1l";"2012";0,00;"zł";"";
0400000;"KUJAWSKO-POMORSKIE";"sok jabłkowy, w opakowaniu kartonowym - za 1l";"2013";0,00;"zł";"";
0400000;"KUJAWSKO-POMORSKIE";"sok jabłkowy, w opakowaniu kartonowym - za 1l";"2014";0,00;"zł";"";
0400000;"KUJAWSKO-POMORSKIE";"sok jabłkowy, w opakowaniu kartonowym - za 1l";"2015";0,00;"zł";"";
0400000;"KUJAWSKO-POMORSKIE";"sok jabłkowy, w opakowaniu kartonowym - za 1l";"2016";0,00;"zł";"";
0400000;"KUJAWSKO-POMORSKIE";"sok jabłkowy, w opakowaniu kartonowym - za 1l";"2017";0,00;"zł";"";
0400000;"KUJAWSKO-POMORSKIE";"sok jabłkowy, w opakowaniu kartonowym - za 1l";"2018";0,00;"zł";"";
0400000;"KUJAWSKO-POMORSKIE";"sok jabłkowy, w opakowaniu kartonowym - za 1l";"2019";0,00;"zł";"";
0600000;"LUBELSKIE";"mieszanka mrożona marchew i groszek - za 1kg";"1999";2,22;"zł";"";
0600000;"LUBELSKIE";"mieszanka mrożona marchew i groszek - za 1kg";"2000";2,38;"zł";"";
0600000;"LUBELSKIE";"mieszanka mrożona marchew i groszek - za 1kg";"2001";2,51;"zł";"";
0600000;"LUBELSKIE";"mieszanka mrożona marchew i groszek - za 1kg";"2002";2,85;"zł";"";
0600000;"LUBELSKIE";"mieszanka mrożona marchew i groszek - za 1kg";"2003";2,90;"zł";"";
0600000;"LUBELSKIE";"mieszanka mrożona marchew i groszek - za 1kg";"2004";2,83;"zł";"";
0600000;"LUBELSKIE";"mieszanka mrożona marchew i groszek - za 1kg";"2005";2,83;"zł";"";
0600000;"LUBELSKIE";"mieszanka mrożona marchew i groszek - za 1kg";"2006";2,83;"zł";"";
0600000;"LUBELSKIE";"mieszanka mrożona marchew i groszek - za 1kg";"2007";3,08;"zł";"";
0600000;"LUBELSKIE";"mieszanka mrożona marchew i groszek - za 1kg";"2008";0,00;"zł";"";
0600000;"LUBELSKIE";"mieszanka mrożona marchew i groszek - za 1kg";"2009";0,00;"zł";"";
0600000;"LUBELSKIE";"mieszanka mrożona marchew i groszek - za 1kg";"2010";0,00;"zł";"";
0600000;"LUBELSKIE";"mieszanka mrożona marchew i groszek - za 1kg";"2011";0,00;"zł";"";
0600000;"LUBELSKIE";"mieszanka mrożona marchew i groszek - za 1kg";"2012";0,00;"zł";"";
0600000;"LUBELSKIE";"mieszanka mrożona marchew i groszek - za 1kg";"2013";3,74;"zł";"";
0600000;"LUBELSKIE";"mieszanka mrożona marchew i groszek - za 1kg";"2014";3,67;"zł";"";
0600000;"LUBELSKIE";"mieszanka mrożona marchew i groszek - za 1kg";"2015";2,71;"zł";"";
0600000;"LUBELSKIE";"mieszanka mrożona marchew i groszek - za 1kg";"2016";2,95;"zł";"";
0600000;"LUBELSKIE";"mieszanka mrożona marchew i groszek - za 1kg";"2017";2,82;"zł";"";
0600000;"LUBELSKIE";"mieszanka mrożona marchew i groszek - za 1kg";"2018";3,01;"zł";"";
0600000;"LUBELSKIE";"mieszanka mrożona marchew i groszek - za 1kg";"2019";3,00;"zł";"";
0600000;"LUBELSKIE";"koncentrat pomidorowy 30% - za 1kg";"1999";0,00;"zł";"";
0600000;"LUBELSKIE";"koncentrat pomidorowy 30% - za 1kg";"2000";0,00;"zł";"";
0600000;"LUBELSKIE";"koncentrat pomidorowy 30% - za 1kg";"2001";0,00;"zł";"";
0600000;"LUBELSKIE";"koncentrat pomidorowy 30% - za 1kg";"2002";0,00;"zł";"";
0600000;"LUBELSKIE";"koncentrat pomidorowy 30% - za 1kg";"2003";0,00;"zł";"";
0600000;"LUBELSKIE";"koncentrat pomidorowy 30% - za 1kg";"2004";0,00;"zł";"";
0600000;"LUBELSKIE";"koncentrat pomidorowy 30% - za 1kg";"2005";0,00;"zł";"";
0600000;"LUBELSKIE";"koncentrat pomidorowy 30% - za 1kg";"2006";0,00;"zł";"";
0600000;"LUBELSKIE";"koncentrat pomidorowy 30% - za 1kg";"2007";0,00;"zł";"";
0600000;"LUBELSKIE";"koncentrat pomidorowy 30% - za 1kg";"2008";0,00;"zł";"";
0600000;"LUBELSKIE";"koncentrat pomidorowy 30% - za 1kg";"2009";0,00;"zł";"";
0600000;"LUBELSKIE";"koncentrat pomidorowy 30% - za 1kg";"2010";0,00;"zł";"";
0600000;"LUBELSKIE";"koncentrat pomidorowy 30% - za 1kg";"2011";0,00;"zł";"";
0600000;"LUBELSKIE";"koncentrat pomidorowy 30% - za 1kg";"2012";0,00;"zł";"";
0600000;"LUBELSKIE";"koncentrat pomidorowy 30% - za 1kg";"2013";0,00;"zł";"";
0600000;"LUBELSKIE";"koncentrat pomidorowy 30% - za 1kg";"2014";0,00;"zł";"";
0600000;"LUBELSKIE";"koncentrat pomidorowy 30% - za 1kg";"2015";0,00;"zł";"";
0600000;"LUBELSKIE";"koncentrat pomidorowy 30% - za 1kg";"2016";0,00;"zł";"";
0600000;"LUBELSKIE";"koncentrat pomidorowy 30% - za 1kg";"2017";0,00;"zł";"";
0600000;"LUBELSKIE";"koncentrat pomidorowy 30% - za 1kg";"2018";0,00;"zł";"";
0600000;"LUBELSKIE";"koncentrat pomidorowy 30% - za 1kg";"2019";0,00;"zł";"";
0600000;"LUBELSKIE";"ogórki konserwowe całe 0,9l - za 1szt.";"1999";1,88;"zł";"";
0600000;"LUBELSKIE";"ogórki konserwowe całe 0,9l - za 1szt.";"2000";2,16;"zł";"";
0600000;"LUBELSKIE";"ogórki konserwowe całe 0,9l - za 1szt.";"2001";2,92;"zł";"";
0600000;"LUBELSKIE";"ogórki konserwowe całe 0,9l - za 1szt.";"2002";2,57;"zł";"";
0600000;"LUBELSKIE";"ogórki konserwowe całe 0,9l - za 1szt.";"2003";0,00;"zł";"";
0600000;"LUBELSKIE";"ogórki konserwowe całe 0,9l - za 1szt.";"2004";2,72;"zł";"";
0600000;"LUBELSKIE";"ogórki konserwowe całe 0,9l - za 1szt.";"2005";0,00;"zł";"";
0600000;"LUBELSKIE";"ogórki konserwowe całe 0,9l - za 1szt.";"2006";0,00;"zł";"";
0600000;"LUBELSKIE";"ogórki konserwowe całe 0,9l - za 1szt.";"2007";0,00;"zł";"";
0600000;"LUBELSKIE";"ogórki konserwowe całe 0,9l - za 1szt.";"2008";0,00;"zł";"";
0600000;"LUBELSKIE";"ogórki konserwowe całe 0,9l - za 1szt.";"2009";0,00;"zł";"";
0600000;"LUBELSKIE";"ogórki konserwowe całe 0,9l - za 1szt.";"2010";0,00;"zł";"";
0600000;"LUBELSKIE";"ogórki konserwowe całe 0,9l - za 1szt.";"2011";0,00;"zł";"";
0600000;"LUBELSKIE";"ogórki konserwowe całe 0,9l - za 1szt.";"2012";0,00;"zł";"";
0600000;"LUBELSKIE";"ogórki konserwowe całe 0,9l - za 1szt.";"2013";2,82;"zł";"";
0600000;"LUBELSKIE";"ogórki konserwowe całe 0,9l - za 1szt.";"2014";3,20;"zł";"";
0600000;"LUBELSKIE";"ogórki konserwowe całe 0,9l - za 1szt.";"2015";3,01;"zł";"";
0600000;"LUBELSKIE";"ogórki konserwowe całe 0,9l - za 1szt.";"2016";3,13;"zł";"";
0600000;"LUBELSKIE";"ogórki konserwowe całe 0,9l - za 1szt.";"2017";3,07;"zł";"";
0600000;"LUBELSKIE";"ogórki konserwowe całe 0,9l - za 1szt.";"2018";3,17;"zł";"";
0600000;"LUBELSKIE";"ogórki konserwowe całe 0,9l - za 1szt.";"2019";3,54;"zł";"";
0600000;"LUBELSKIE";"sok jabłkowy, w opakowaniu kartonowym - za 1l";"1999";1,92;"zł";"";
0600000;"LUBELSKIE";"sok jabłkowy, w opakowaniu kartonowym - za 1l";"2000";0,00;"zł";"";
0600000;"LUBELSKIE";"sok jabłkowy, w opakowaniu kartonowym - za 1l";"2001";0,00;"zł";"";
0600000;"LUBELSKIE";"sok jabłkowy, w opakowaniu kartonowym - za 1l";"2002";0,00;"zł";"";
0600000;"LUBELSKIE";"sok jabłkowy, w opakowaniu kartonowym - za 1l";"2003";0,00;"zł";"";
0600000;"LUBELSKIE";"sok jabłkowy, w opakowaniu kartonowym - za 1l";"2004";0,00;"zł";"";
0600000;"LUBELSKIE";"sok jabłkowy, w opakowaniu kartonowym - za 1l";"2005";0,00;"zł";"";
0600000;"LUBELSKIE";"sok jabłkowy, w opakowaniu kartonowym - za 1l";"2006";0,00;"zł";"";
0600000;"LUBELSKIE";"sok jabłkowy, w opakowaniu kartonowym - za 1l";"2007";0,00;"zł";"";
0600000;"LUBELSKIE";"sok jabłkowy, w opakowaniu kartonowym - za 1l";"2008";0,00;"zł";"";
0600000;"LUBELSKIE";"sok jabłkowy, w opakowaniu kartonowym - za 1l";"2009";0,00;"zł";"";
0600000;"LUBELSKIE";"sok jabłkowy, w opakowaniu kartonowym - za 1l";"2010";0,00;"zł";"";
0600000;"LUBELSKIE";"sok jabłkowy, w opakowaniu kartonowym - za 1l";"2011";0,00;"zł";"";
0600000;"LUBELSKIE";"sok jabłkowy, w opakowaniu kartonowym - za 1l";"2012";0,00;"zł";"";
0600000;"LUBELSKIE";"sok jabłkowy, w opakowaniu kartonowym - za 1l";"2013";0,00;"zł";"";
0600000;"LUBELSKIE";"sok jabłkowy, w opakowaniu kartonowym - za 1l";"2014";0,00;"zł";"";
0600000;"LUBELSKIE";"sok jabłkowy, w opakowaniu kartonowym - za 1l";"2015";0,00;"zł";"";
0600000;"LUBELSKIE";"sok jabłkowy, w opakowaniu kartonowym - za 1l";"2016";0,00;"zł";"";
0600000;"LUBELSKIE";"sok jabłkowy, w opakowaniu kartonowym - za 1l";"2017";0,00;"zł";"";
0600000;"LUBELSKIE";"sok jabłkowy, w opakowaniu kartonowym - za 1l";"2018";0,00;"zł";"";
0600000;"LUBELSKIE";"sok jabłkowy, w opakowaniu kartonowym - za 1l";"2019";0,00;"zł";"";
0800000;"LUBUSKIE";"mieszanka mrożona marchew i groszek - za 1kg";"1999";2,46;"zł";"";
0800000;"LUBUSKIE";"mieszanka mrożona marchew i groszek - za 1kg";"2000";2,58;"zł";"";
0800000;"LUBUSKIE";"mieszanka mrożona marchew i groszek - za 1kg";"2001";2,73;"zł";"";
0800000;"LUBUSKIE";"mieszanka mrożona marchew i groszek - za 1kg";"2002";2,68;"zł";"";
0800000;"LUBUSKIE";"mieszanka mrożona marchew i groszek - za 1kg";"2003";0,00;"zł";"";
0800000;"LUBUSKIE";"mieszanka mrożona marchew i groszek - za 1kg";"2004";0,00;"zł";"";
0800000;"LUBUSKIE";"mieszanka mrożona marchew i groszek - za 1kg";"2005";0,00;"zł";"";
0800000;"LUBUSKIE";"mieszanka mrożona marchew i groszek - za 1kg";"2006";0,00;"zł";"";
0800000;"LUBUSKIE";"mieszanka mrożona marchew i groszek - za 1kg";"2007";0,00;"zł";"";
0800000;"LUBUSKIE";"mieszanka mrożona marchew i groszek - za 1kg";"2008";0,00;"zł";"";
0800000;"LUBUSKIE";"mieszanka mrożona marchew i groszek - za 1kg";"2009";0,00;"zł";"";
0800000;"LUBUSKIE";"mieszanka mrożona marchew i groszek - za 1kg";"2010";0,00;"zł";"";
0800000;"LUBUSKIE";"mieszanka mrożona marchew i groszek - za 1kg";"2011";0,00;"zł";"";
0800000;"LUBUSKIE";"mieszanka mrożona marchew i groszek - za 1kg";"2012";0,00;"zł";"";
0800000;"LUBUSKIE";"mieszanka mrożona marchew i groszek - za 1kg";"2013";0,00;"zł";"";
0800000;"LUBUSKIE";"mieszanka mrożona marchew i groszek - za 1kg";"2014";0,00;"zł";"";
0800000;"LUBUSKIE";"mieszanka mrożona marchew i groszek - za 1kg";"2015";0,00;"zł";"";
0800000;"LUBUSKIE";"mieszanka mrożona marchew i groszek - za 1kg";"2016";0,00;"zł";"";
0800000;"LUBUSKIE";"mieszanka mrożona marchew i groszek - za 1kg";"2017";0,00;"zł";"";
0800000;"LUBUSKIE";"mieszanka mrożona marchew i groszek - za 1kg";"2018";0,00;"zł";"";
0800000;"LUBUSKIE";"mieszanka mrożona marchew i groszek - za 1kg";"2019";0,00;"zł";"";
0800000;"LUBUSKIE";"koncentrat pomidorowy 30% - za 1kg";"1999";0,00;"zł";"";
0800000;"LUBUSKIE";"koncentrat pomidorowy 30% - za 1kg";"2000";0,00;"zł";"";
0800000;"LUBUSKIE";"koncentrat pomidorowy 30% - za 1kg";"2001";0,00;"zł";"";
0800000;"LUBUSKIE";"koncentrat pomidorowy 30% - za 1kg";"2002";0,00;"zł";"";
0800000;"LUBUSKIE";"koncentrat pomidorowy 30% - za 1kg";"2003";0,00;"zł";"";
0800000;"LUBUSKIE";"koncentrat pomidorowy 30% - za 1kg";"2004";0,00;"zł";"";
0800000;"LUBUSKIE";"koncentrat pomidorowy 30% - za 1kg";"2005";0,00;"zł";"";
0800000;"LUBUSKIE";"koncentrat pomidorowy 30% - za 1kg";"2006";0,00;"zł";"";
0800000;"LUBUSKIE";"koncentrat pomidorowy 30% - za 1kg";"2007";0,00;"zł";"";
0800000;"LUBUSKIE";"koncentrat pomidorowy 30% - za 1kg";"2008";0,00;"zł";"";
0800000;"LUBUSKIE";"koncentrat pomidorowy 30% - za 1kg";"2009";0,00;"zł";"";
0800000;"LUBUSKIE";"koncentrat pomidorowy 30% - za 1kg";"2010";0,00;"zł";"";
0800000;"LUBUSKIE";"koncentrat pomidorowy 30% - za 1kg";"2011";0,00;"zł";"";
0800000;"LUBUSKIE";"koncentrat pomidorowy 30% - za 1kg";"2012";0,00;"zł";"";
0800000;"LUBUSKIE";"koncentrat pomidorowy 30% - za 1kg";"2013";0,00;"zł";"";
0800000;"LUBUSKIE";"koncentrat pomidorowy 30% - za 1kg";"2014";0,00;"zł";"";
0800000;"LUBUSKIE";"koncentrat pomidorowy 30% - za 1kg";"2015";0,00;"zł";"";
0800000;"LUBUSKIE";"koncentrat pomidorowy 30% - za 1kg";"2016";0,00;"zł";"";
0800000;"LUBUSKIE";"koncentrat pomidorowy 30% - za 1kg";"2017";0,00;"zł";"";
0800000;"LUBUSKIE";"koncentrat pomidorowy 30% - za 1kg";"2018";0,00;"zł";"";
0800000;"LUBUSKIE";"koncentrat pomidorowy 30% - za 1kg";"2019";0,00;"zł";"";
0800000;"LUBUSKIE";"ogórki konserwowe całe 0,9l - za 1szt.";"1999";0,00;"zł";"";
0800000;"LUBUSKIE";"ogórki konserwowe całe 0,9l - za 1szt.";"2000";0,00;"zł";"";
0800000;"LUBUSKIE";"ogórki konserwowe całe 0,9l - za 1szt.";"2001";0,00;"zł";"";
0800000;"LUBUSKIE";"ogórki konserwowe całe 0,9l - za 1szt.";"2002";0,00;"zł";"";
0800000;"LUBUSKIE";"ogórki konserwowe całe 0,9l - za 1szt.";"2003";0,00;"zł";"";
0800000;"LUBUSKIE";"ogórki konserwowe całe 0,9l - za 1szt.";"2004";0,00;"zł";"";
0800000;"LUBUSKIE";"ogórki konserwowe całe 0,9l - za 1szt.";"2005";0,00;"zł";"";
0800000;"LUBUSKIE";"ogórki konserwowe całe 0,9l - za 1szt.";"2006";0,00;"zł";"";
0800000;"LUBUSKIE";"ogórki konserwowe całe 0,9l - za 1szt.";"2007";0,00;"zł";"";
0800000;"LUBUSKIE";"ogórki konserwowe całe 0,9l - za 1szt.";"2008";0,00;"zł";"";
0800000;"LUBUSKIE";"ogórki konserwowe całe 0,9l - za 1szt.";"2009";0,00;"zł";"";
0800000;"LUBUSKIE";"ogórki konserwowe całe 0,9l - za 1szt.";"2010";0,00;"zł";"";
0800000;"LUBUSKIE";"ogórki konserwowe całe 0,9l - za 1szt.";"2011";0,00;"zł";"";
0800000;"LUBUSKIE";"ogórki konserwowe całe 0,9l - za 1szt.";"2012";0,00;"zł";"";
0800000;"LUBUSKIE";"ogórki konserwowe całe 0,9l - za 1szt.";"2013";0,00;"zł";"";
0800000;"LUBUSKIE";"ogórki konserwowe całe 0,9l - za 1szt.";"2014";0,00;"zł";"";
0800000;"LUBUSKIE";"ogórki konserwowe całe 0,9l - za 1szt.";"2015";0,00;"zł";"";
0800000;"LUBUSKIE";"ogórki konserwowe całe 0,9l - za 1szt.";"2016";0,00;"zł";"";
0800000;"LUBUSKIE";"ogórki konserwowe całe 0,9l - za 1szt.";"2017";0,00;"zł";"";
0800000;"LUBUSKIE";"ogórki konserwowe całe 0,9l - za 1szt.";"2018";0,00;"zł";"";
0800000;"LUBUSKIE";"ogórki konserwowe całe 0,9l - za 1szt.";"2019";0,00;"zł";"";
0800000;"LUBUSKIE";"sok jabłkowy, w opakowaniu kartonowym - za 1l";"1999";0,00;"zł";"";
0800000;"LUBUSKIE";"sok jabłkowy, w opakowaniu kartonowym - za 1l";"2000";0,00;"zł";"";
0800000;"LUBUSKIE";"sok jabłkowy, w opakowaniu kartonowym - za 1l";"2001";0,00;"zł";"";
0800000;"LUBUSKIE";"sok jabłkowy, w opakowaniu kartonowym - za 1l";"2002";0,00;"zł";"";
0800000;"LUBUSKIE";"sok jabłkowy, w opakowaniu kartonowym - za 1l";"2003";0,00;"zł";"";
0800000;"LUBUSKIE";"sok jabłkowy, w opakowaniu kartonowym - za 1l";"2004";0,00;"zł";"";
0800000;"LUBUSKIE";"sok jabłkowy, w opakowaniu kartonowym - za 1l";"2005";0,00;"zł";"";
0800000;"LUBUSKIE";"sok jabłkowy, w opakowaniu kartonowym - za 1l";"2006";0,00;"zł";"";
0800000;"LUBUSKIE";"sok jabłkowy, w opakowaniu kartonowym - za 1l";"2007";0,00;"zł";"";
0800000;"LUBUSKIE";"sok jabłkowy, w opakowaniu kartonowym - za 1l";"2008";0,00;"zł";"";
0800000;"LUBUSKIE";"sok jabłkowy, w opakowaniu kartonowym - za 1l";"2009";0,00;"zł";"";
0800000;"LUBUSKIE";"sok jabłkowy, w opakowaniu kartonowym - za 1l";"2010";0,00;"zł";"";
0800000;"LUBUSKIE";"sok jabłkowy, w opakowaniu kartonowym - za 1l";"2011";0,00;"zł";"";
0800000;"LUBUSKIE";"sok jabłkowy, w opakowaniu kartonowym - za 1l";"2012";0,00;"zł";"";
0800000;"LUBUSKIE";"sok jabłkowy, w opakowaniu kartonowym - za 1l";"2013";0,00;"zł";"";
0800000;"LUBUSKIE";"sok jabłkowy, w opakowaniu kartonowym - za 1l";"2014";0,00;"zł";"";
0800000;"LUBUSKIE";"sok jabłkowy, w opakowaniu kartonowym - za 1l";"2015";0,00;"zł";"";
0800000;"LUBUSKIE";"sok jabłkowy, w opakowaniu kartonowym - za 1l";"2016";0,00;"zł";"";
0800000;"LUBUSKIE";"sok jabłkowy, w opakowaniu kartonowym - za 1l";"2017";0,00;"zł";"";
0800000;"LUBUSKIE";"sok jabłkowy, w opakowaniu kartonowym - za 1l";"2018";0,00;"zł";"";
0800000;"LUBUSKIE";"sok jabłkowy, w opakowaniu kartonowym - za 1l";"2019";0,00;"zł";"";
1000000;"ŁÓDZKIE";"mieszanka mrożona marchew i groszek - za 1kg";"1999";0,00;"zł";"";
1000000;"ŁÓDZKIE";"mieszanka mrożona marchew i groszek - za 1kg";"2000";0,00;"zł";"";
1000000;"ŁÓDZKIE";"mieszanka mrożona marchew i groszek - za 1kg";"2001";0,00;"zł";"";
1000000;"ŁÓDZKIE";"mieszanka mrożona marchew i groszek - za 1kg";"2002";0,00;"zł";"";
1000000;"ŁÓDZKIE";"mieszanka mrożona marchew i groszek - za 1kg";"2003";0,00;"zł";"";
1000000;"ŁÓDZKIE";"mieszanka mrożona marchew i groszek - za 1kg";"2004";2,36;"zł";"";
1000000;"ŁÓDZKIE";"mieszanka mrożona marchew i groszek - za 1kg";"2005";2,60;"zł";"";
1000000;"ŁÓDZKIE";"mieszanka mrożona marchew i groszek - za 1kg";"2006";2,89;"zł";"";
1000000;"ŁÓDZKIE";"mieszanka mrożona marchew i groszek - za 1kg";"2007";3,39;"zł";"";
1000000;"ŁÓDZKIE";"mieszanka mrożona marchew i groszek - za 1kg";"2008";0,00;"zł";"";
1000000;"ŁÓDZKIE";"mieszanka mrożona marchew i groszek - za 1kg";"2009";0,00;"zł";"";
1000000;"ŁÓDZKIE";"mieszanka mrożona marchew i groszek - za 1kg";"2010";0,00;"zł";"";
1000000;"ŁÓDZKIE";"mieszanka mrożona marchew i groszek - za 1kg";"2011";0,00;"zł";"";
1000000;"ŁÓDZKIE";"mieszanka mrożona marchew i groszek - za 1kg";"2012";0,00;"zł";"";
1000000;"ŁÓDZKIE";"mieszanka mrożona marchew i groszek - za 1kg";"2013";0,00;"zł";"";
1000000;"ŁÓDZKIE";"mieszanka mrożona marchew i groszek - za 1kg";"2014";0,00;"zł";"";
1000000;"ŁÓDZKIE";"mieszanka mrożona marchew i groszek - za 1kg";"2015";0,00;"zł";"";
1000000;"ŁÓDZKIE";"mieszanka mrożona marchew i groszek - za 1kg";"2016";0,00;"zł";"";
1000000;"ŁÓDZKIE";"mieszanka mrożona marchew i groszek - za 1kg";"2017";0,00;"zł";"";
1000000;"ŁÓDZKIE";"mieszanka mrożona marchew i groszek - za 1kg";"2018";0,00;"zł";"";
1000000;"ŁÓDZKIE";"mieszanka mrożona marchew i groszek - za 1kg";"2019";0,00;"zł";"";
1000000;"ŁÓDZKIE";"koncentrat pomidorowy 30% - za 1kg";"1999";6,76;"zł";"";
1000000;"ŁÓDZKIE";"koncentrat pomidorowy 30% - za 1kg";"2000";6,68;"zł";"";
1000000;"ŁÓDZKIE";"koncentrat pomidorowy 30% - za 1kg";"2001";0,00;"zł";"";
1000000;"ŁÓDZKIE";"koncentrat pomidorowy 30% - za 1kg";"2002";0,00;"zł";"";
1000000;"ŁÓDZKIE";"koncentrat pomidorowy 30% - za 1kg";"2003";0,00;"zł";"";
1000000;"ŁÓDZKIE";"koncentrat pomidorowy 30% - za 1kg";"2004";6,52;"zł";"";
1000000;"ŁÓDZKIE";"koncentrat pomidorowy 30% - za 1kg";"2005";6,18;"zł";"";
1000000;"ŁÓDZKIE";"koncentrat pomidorowy 30% - za 1kg";"2006";5,57;"zł";"";
1000000;"ŁÓDZKIE";"koncentrat pomidorowy 30% - za 1kg";"2007";5,66;"zł";"";
1000000;"ŁÓDZKIE";"koncentrat pomidorowy 30% - za 1kg";"2008";6,53;"zł";"";
1000000;"ŁÓDZKIE";"koncentrat pomidorowy 30% - za 1kg";"2009";6,93;"zł";"";
1000000;"ŁÓDZKIE";"koncentrat pomidorowy 30% - za 1kg";"2010";6,50;"zł";"";
1000000;"ŁÓDZKIE";"koncentrat pomidorowy 30% - za 1kg";"2011";6,35;"zł";"";
1000000;"ŁÓDZKIE";"koncentrat pomidorowy 30% - za 1kg";"2012";6,29;"zł";"";
1000000;"ŁÓDZKIE";"koncentrat pomidorowy 30% - za 1kg";"2013";6,85;"zł";"";
1000000;"ŁÓDZKIE";"koncentrat pomidorowy 30% - za 1kg";"2014";6,76;"zł";"";
1000000;"ŁÓDZKIE";"koncentrat pomidorowy 30% - za 1kg";"2015";7,04;"zł";"";
1000000;"ŁÓDZKIE";"koncentrat pomidorowy 30% - za 1kg";"2016";6,93;"zł";"";
1000000;"ŁÓDZKIE";"koncentrat pomidorowy 30% - za 1kg";"2017";6,87;"zł";"";
1000000;"ŁÓDZKIE";"koncentrat pomidorowy 30% - za 1kg";"2018";7,21;"zł";"";
1000000;"ŁÓDZKIE";"koncentrat pomidorowy 30% - za 1kg";"2019";7,39;"zł";"";
1000000;"ŁÓDZKIE";"ogórki konserwowe całe 0,9l - za 1szt.";"1999";0,00;"zł";"";
1000000;"ŁÓDZKIE";"ogórki konserwowe całe 0,9l - za 1szt.";"2000";0,00;"zł";"";
1000000;"ŁÓDZKIE";"ogórki konserwowe całe 0,9l - za 1szt.";"2001";0,00;"zł";"";
1000000;"ŁÓDZKIE";"ogórki konserwowe całe 0,9l - za 1szt.";"2002";0,00;"zł";"";
1000000;"ŁÓDZKIE";"ogórki konserwowe całe 0,9l - za 1szt.";"2003";0,00;"zł";"";
1000000;"ŁÓDZKIE";"ogórki konserwowe całe 0,9l - za 1szt.";"2004";2,27;"zł";"";
1000000;"ŁÓDZKIE";"ogórki konserwowe całe 0,9l - za 1szt.";"2005";2,63;"zł";"";
1000000;"ŁÓDZKIE";"ogórki konserwowe całe 0,9l - za 1szt.";"2006";2,27;"zł";"";
1000000;"ŁÓDZKIE";"ogórki konserwowe całe 0,9l - za 1szt.";"2007";2,29;"zł";"";
1000000;"ŁÓDZKIE";"ogórki konserwowe całe 0,9l - za 1szt.";"2008";2,87;"zł";"";
1000000;"ŁÓDZKIE";"ogórki konserwowe całe 0,9l - za 1szt.";"2009";3,09;"zł";"";
1000000;"ŁÓDZKIE";"ogórki konserwowe całe 0,9l - za 1szt.";"2010";2,93;"zł";"";
1000000;"ŁÓDZKIE";"ogórki konserwowe całe 0,9l - za 1szt.";"2011";2,59;"zł";"";
1000000;"ŁÓDZKIE";"ogórki konserwowe całe 0,9l - za 1szt.";"2012";2,50;"zł";"";
1000000;"ŁÓDZKIE";"ogórki konserwowe całe 0,9l - za 1szt.";"2013";2,67;"zł";"";
1000000;"ŁÓDZKIE";"ogórki konserwowe całe 0,9l - za 1szt.";"2014";3,09;"zł";"";
1000000;"ŁÓDZKIE";"ogórki konserwowe całe 0,9l - za 1szt.";"2015";3,03;"zł";"";
1000000;"ŁÓDZKIE";"ogórki konserwowe całe 0,9l - za 1szt.";"2016";3,18;"zł";"";
1000000;"ŁÓDZKIE";"ogórki konserwowe całe 0,9l - za 1szt.";"2017";3,04;"zł";"";
1000000;"ŁÓDZKIE";"ogórki konserwowe całe 0,9l - za 1szt.";"2018";3,09;"zł";"";
1000000;"ŁÓDZKIE";"ogórki konserwowe całe 0,9l - za 1szt.";"2019";3,33;"zł";"";
1000000;"ŁÓDZKIE";"sok jabłkowy, w opakowaniu kartonowym - za 1l";"1999";2,09;"zł";"";
1000000;"ŁÓDZKIE";"sok jabłkowy, w opakowaniu kartonowym - za 1l";"2000";2,26;"zł";"";
1000000;"ŁÓDZKIE";"sok jabłkowy, w opakowaniu kartonowym - za 1l";"2001";2,34;"zł";"";
1000000;"ŁÓDZKIE";"sok jabłkowy, w opakowaniu kartonowym - za 1l";"2002";0,00;"zł";"";
1000000;"ŁÓDZKIE";"sok jabłkowy, w opakowaniu kartonowym - za 1l";"2003";0,00;"zł";"";
1000000;"ŁÓDZKIE";"sok jabłkowy, w opakowaniu kartonowym - za 1l";"2004";1,55;"zł";"";
1000000;"ŁÓDZKIE";"sok jabłkowy, w opakowaniu kartonowym - za 1l";"2005";1,69;"zł";"";
1000000;"ŁÓDZKIE";"sok jabłkowy, w opakowaniu kartonowym - za 1l";"2006";1,97;"zł";"";
1000000;"ŁÓDZKIE";"sok jabłkowy, w opakowaniu kartonowym - za 1l";"2007";2,21;"zł";"";
1000000;"ŁÓDZKIE";"sok jabłkowy, w opakowaniu kartonowym - za 1l";"2008";2,23;"zł";"";
1000000;"ŁÓDZKIE";"sok jabłkowy, w opakowaniu kartonowym - za 1l";"2009";1,56;"zł";"";
1000000;"ŁÓDZKIE";"sok jabłkowy, w opakowaniu kartonowym - za 1l";"2010";1,70;"zł";"";
1000000;"ŁÓDZKIE";"sok jabłkowy, w opakowaniu kartonowym - za 1l";"2011";2,09;"zł";"";
