"Kod";"Nazwa";"Rodzaje towarów";"Rok";"Wartosc";"Jednostka miary";"Atrybut";
1000000;"ŁÓDZKIE";"sok jabłkowy, w opakowaniu kartonowym - za 1l";"2012";2,04;"zł";"";
1000000;"ŁÓDZKIE";"sok jabłkowy, w opakowaniu kartonowym - za 1l";"2013";2,21;"zł";"";
1000000;"ŁÓDZKIE";"sok jabłkowy, w opakowaniu kartonowym - za 1l";"2014";0,00;"zł";"";
1000000;"ŁÓDZKIE";"sok jabłkowy, w opakowaniu kartonowym - za 1l";"2015";0,00;"zł";"";
1000000;"ŁÓDZKIE";"sok jabłkowy, w opakowaniu kartonowym - za 1l";"2016";0,00;"zł";"";
1000000;"ŁÓDZKIE";"sok jabłkowy, w opakowaniu kartonowym - za 1l";"2017";0,00;"zł";"";
1000000;"ŁÓDZKIE";"sok jabłkowy, w opakowaniu kartonowym - za 1l";"2018";0,00;"zł";"";
1000000;"ŁÓDZKIE";"sok jabłkowy, w opakowaniu kartonowym - za 1l";"2019";0,00;"zł";"";
1200000;"MAŁOPOLSKIE";"mieszanka mrożona marchew i groszek - za 1kg";"1999";2,66;"zł";"";
1200000;"MAŁOPOLSKIE";"mieszanka mrożona marchew i groszek - za 1kg";"2000";2,78;"zł";"";
1200000;"MAŁOPOLSKIE";"mieszanka mrożona marchew i groszek - za 1kg";"2001";2,87;"zł";"";
1200000;"MAŁOPOLSKIE";"mieszanka mrożona marchew i groszek - za 1kg";"2002";3,16;"zł";"";
1200000;"MAŁOPOLSKIE";"mieszanka mrożona marchew i groszek - za 1kg";"2003";2,68;"zł";"";
1200000;"MAŁOPOLSKIE";"mieszanka mrożona marchew i groszek - za 1kg";"2004";2,48;"zł";"";
1200000;"MAŁOPOLSKIE";"mieszanka mrożona marchew i groszek - za 1kg";"2005";2,42;"zł";"";
1200000;"MAŁOPOLSKIE";"mieszanka mrożona marchew i groszek - za 1kg";"2006";2,65;"zł";"";
1200000;"MAŁOPOLSKIE";"mieszanka mrożona marchew i groszek - za 1kg";"2007";3,05;"zł";"";
1200000;"MAŁOPOLSKIE";"mieszanka mrożona marchew i groszek - za 1kg";"2008";3,01;"zł";"";
1200000;"MAŁOPOLSKIE";"mieszanka mrożona marchew i groszek - za 1kg";"2009";3,34;"zł";"";
1200000;"MAŁOPOLSKIE";"mieszanka mrożona marchew i groszek - za 1kg";"2010";3,49;"zł";"";
1200000;"MAŁOPOLSKIE";"mieszanka mrożona marchew i groszek - za 1kg";"2011";3,01;"zł";"";
1200000;"MAŁOPOLSKIE";"mieszanka mrożona marchew i groszek - za 1kg";"2012";2,84;"zł";"";
1200000;"MAŁOPOLSKIE";"mieszanka mrożona marchew i groszek - za 1kg";"2013";3,21;"zł";"";
1200000;"MAŁOPOLSKIE";"mieszanka mrożona marchew i groszek - za 1kg";"2014";3,03;"zł";"";
1200000;"MAŁOPOLSKIE";"mieszanka mrożona marchew i groszek - za 1kg";"2015";3,51;"zł";"";
1200000;"MAŁOPOLSKIE";"mieszanka mrożona marchew i groszek - za 1kg";"2016";3,68;"zł";"";
1200000;"MAŁOPOLSKIE";"mieszanka mrożona marchew i groszek - za 1kg";"2017";3,70;"zł";"";
1200000;"MAŁOPOLSKIE";"mieszanka mrożona marchew i groszek - za 1kg";"2018";3,95;"zł";"";
1200000;"MAŁOPOLSKIE";"mieszanka mrożona marchew i groszek - za 1kg";"2019";4,01;"zł";"";
1200000;"MAŁOPOLSKIE";"koncentrat pomidorowy 30% - za 1kg";"1999";6,23;"zł";"";
1200000;"MAŁOPOLSKIE";"koncentrat pomidorowy 30% - za 1kg";"2000";0,00;"zł";"";
1200000;"MAŁOPOLSKIE";"koncentrat pomidorowy 30% - za 1kg";"2001";0,00;"zł";"";
1200000;"MAŁOPOLSKIE";"koncentrat pomidorowy 30% - za 1kg";"2002";6,71;"zł";"";
1200000;"MAŁOPOLSKIE";"koncentrat pomidorowy 30% - za 1kg";"2003";0,00;"zł";"";
1200000;"MAŁOPOLSKIE";"koncentrat pomidorowy 30% - za 1kg";"2004";0,00;"zł";"";
1200000;"MAŁOPOLSKIE";"koncentrat pomidorowy 30% - za 1kg";"2005";6,40;"zł";"";
1200000;"MAŁOPOLSKIE";"koncentrat pomidorowy 30% - za 1kg";"2006";6,37;"zł";"";
1200000;"MAŁOPOLSKIE";"koncentrat pomidorowy 30% - za 1kg";"2007";6,19;"zł";"";
1200000;"MAŁOPOLSKIE";"koncentrat pomidorowy 30% - za 1kg";"2008";7,63;"zł";"";
1200000;"MAŁOPOLSKIE";"koncentrat pomidorowy 30% - za 1kg";"2009";7,75;"zł";"";
1200000;"MAŁOPOLSKIE";"koncentrat pomidorowy 30% - za 1kg";"2010";8,02;"zł";"";
1200000;"MAŁOPOLSKIE";"koncentrat pomidorowy 30% - za 1kg";"2011";7,90;"zł";"";
1200000;"MAŁOPOLSKIE";"koncentrat pomidorowy 30% - za 1kg";"2012";8,67;"zł";"";
1200000;"MAŁOPOLSKIE";"koncentrat pomidorowy 30% - za 1kg";"2013";8,87;"zł";"";
1200000;"MAŁOPOLSKIE";"koncentrat pomidorowy 30% - za 1kg";"2014";8,98;"zł";"";
1200000;"MAŁOPOLSKIE";"koncentrat pomidorowy 30% - za 1kg";"2015";8,87;"zł";"";
1200000;"MAŁOPOLSKIE";"koncentrat pomidorowy 30% - za 1kg";"2016";8,63;"zł";"";
1200000;"MAŁOPOLSKIE";"koncentrat pomidorowy 30% - za 1kg";"2017";8,28;"zł";"";
1200000;"MAŁOPOLSKIE";"koncentrat pomidorowy 30% - za 1kg";"2018";8,71;"zł";"";
1200000;"MAŁOPOLSKIE";"koncentrat pomidorowy 30% - za 1kg";"2019";9,62;"zł";"";
1200000;"MAŁOPOLSKIE";"ogórki konserwowe całe 0,9l - za 1szt.";"1999";2,16;"zł";"";
1200000;"MAŁOPOLSKIE";"ogórki konserwowe całe 0,9l - za 1szt.";"2000";2,52;"zł";"";
1200000;"MAŁOPOLSKIE";"ogórki konserwowe całe 0,9l - za 1szt.";"2001";2,84;"zł";"";
1200000;"MAŁOPOLSKIE";"ogórki konserwowe całe 0,9l - za 1szt.";"2002";2,62;"zł";"";
1200000;"MAŁOPOLSKIE";"ogórki konserwowe całe 0,9l - za 1szt.";"2003";2,17;"zł";"";
1200000;"MAŁOPOLSKIE";"ogórki konserwowe całe 0,9l - za 1szt.";"2004";2,35;"zł";"";
1200000;"MAŁOPOLSKIE";"ogórki konserwowe całe 0,9l - za 1szt.";"2005";2,83;"zł";"";
1200000;"MAŁOPOLSKIE";"ogórki konserwowe całe 0,9l - za 1szt.";"2006";2,91;"zł";"";
1200000;"MAŁOPOLSKIE";"ogórki konserwowe całe 0,9l - za 1szt.";"2007";2,93;"zł";"";
1200000;"MAŁOPOLSKIE";"ogórki konserwowe całe 0,9l - za 1szt.";"2008";2,96;"zł";"";
1200000;"MAŁOPOLSKIE";"ogórki konserwowe całe 0,9l - za 1szt.";"2009";3,21;"zł";"";
1200000;"MAŁOPOLSKIE";"ogórki konserwowe całe 0,9l - za 1szt.";"2010";3,44;"zł";"";
1200000;"MAŁOPOLSKIE";"ogórki konserwowe całe 0,9l - za 1szt.";"2011";3,62;"zł";"";
1200000;"MAŁOPOLSKIE";"ogórki konserwowe całe 0,9l - za 1szt.";"2012";3,05;"zł";"";
1200000;"MAŁOPOLSKIE";"ogórki konserwowe całe 0,9l - za 1szt.";"2013";3,00;"zł";"";
1200000;"MAŁOPOLSKIE";"ogórki konserwowe całe 0,9l - za 1szt.";"2014";3,52;"zł";"";
1200000;"MAŁOPOLSKIE";"ogórki konserwowe całe 0,9l - za 1szt.";"2015";3,75;"zł";"";
1200000;"MAŁOPOLSKIE";"ogórki konserwowe całe 0,9l - za 1szt.";"2016";3,94;"zł";"";
1200000;"MAŁOPOLSKIE";"ogórki konserwowe całe 0,9l - za 1szt.";"2017";4,05;"zł";"";
1200000;"MAŁOPOLSKIE";"ogórki konserwowe całe 0,9l - za 1szt.";"2018";3,97;"zł";"";
1200000;"MAŁOPOLSKIE";"ogórki konserwowe całe 0,9l - za 1szt.";"2019";4,57;"zł";"";
1200000;"MAŁOPOLSKIE";"sok jabłkowy, w opakowaniu kartonowym - za 1l";"1999";1,96;"zł";"";
1200000;"MAŁOPOLSKIE";"sok jabłkowy, w opakowaniu kartonowym - za 1l";"2000";2,20;"zł";"";
1200000;"MAŁOPOLSKIE";"sok jabłkowy, w opakowaniu kartonowym - za 1l";"2001";1,42;"zł";"";
1200000;"MAŁOPOLSKIE";"sok jabłkowy, w opakowaniu kartonowym - za 1l";"2002";0,00;"zł";"";
1200000;"MAŁOPOLSKIE";"sok jabłkowy, w opakowaniu kartonowym - za 1l";"2003";1,25;"zł";"";
1200000;"MAŁOPOLSKIE";"sok jabłkowy, w opakowaniu kartonowym - za 1l";"2004";1,33;"zł";"";
1200000;"MAŁOPOLSKIE";"sok jabłkowy, w opakowaniu kartonowym - za 1l";"2005";1,46;"zł";"";
1200000;"MAŁOPOLSKIE";"sok jabłkowy, w opakowaniu kartonowym - za 1l";"2006";1,69;"zł";"";
1200000;"MAŁOPOLSKIE";"sok jabłkowy, w opakowaniu kartonowym - za 1l";"2007";1,78;"zł";"";
1200000;"MAŁOPOLSKIE";"sok jabłkowy, w opakowaniu kartonowym - za 1l";"2008";2,21;"zł";"";
1200000;"MAŁOPOLSKIE";"sok jabłkowy, w opakowaniu kartonowym - za 1l";"2009";1,58;"zł";"";
1200000;"MAŁOPOLSKIE";"sok jabłkowy, w opakowaniu kartonowym - za 1l";"2010";1,45;"zł";"";
1200000;"MAŁOPOLSKIE";"sok jabłkowy, w opakowaniu kartonowym - za 1l";"2011";1,92;"zł";"";
1200000;"MAŁOPOLSKIE";"sok jabłkowy, w opakowaniu kartonowym - za 1l";"2012";1,96;"zł";"";
1200000;"MAŁOPOLSKIE";"sok jabłkowy, w opakowaniu kartonowym - za 1l";"2013";1,90;"zł";"";
1200000;"MAŁOPOLSKIE";"sok jabłkowy, w opakowaniu kartonowym - za 1l";"2014";1,79;"zł";"";
1200000;"MAŁOPOLSKIE";"sok jabłkowy, w opakowaniu kartonowym - za 1l";"2015";1,53;"zł";"";
1200000;"MAŁOPOLSKIE";"sok jabłkowy, w opakowaniu kartonowym - za 1l";"2016";1,80;"zł";"";
1200000;"MAŁOPOLSKIE";"sok jabłkowy, w opakowaniu kartonowym - za 1l";"2017";1,74;"zł";"";
1200000;"MAŁOPOLSKIE";"sok jabłkowy, w opakowaniu kartonowym - za 1l";"2018";2,10;"zł";"";
1200000;"MAŁOPOLSKIE";"sok jabłkowy, w opakowaniu kartonowym - za 1l";"2019";1,60;"zł";"";
1400000;"MAZOWIECKIE";"mieszanka mrożona marchew i groszek - za 1kg";"1999";2,24;"zł";"";
1400000;"MAZOWIECKIE";"mieszanka mrożona marchew i groszek - za 1kg";"2000";0,00;"zł";"";
1400000;"MAZOWIECKIE";"mieszanka mrożona marchew i groszek - za 1kg";"2001";3,56;"zł";"";
1400000;"MAZOWIECKIE";"mieszanka mrożona marchew i groszek - za 1kg";"2002";3,31;"zł";"";
1400000;"MAZOWIECKIE";"mieszanka mrożona marchew i groszek - za 1kg";"2003";3,24;"zł";"";
1400000;"MAZOWIECKIE";"mieszanka mrożona marchew i groszek - za 1kg";"2004";3,08;"zł";"";
1400000;"MAZOWIECKIE";"mieszanka mrożona marchew i groszek - za 1kg";"2005";2,53;"zł";"";
1400000;"MAZOWIECKIE";"mieszanka mrożona marchew i groszek - za 1kg";"2006";2,88;"zł";"";
1400000;"MAZOWIECKIE";"mieszanka mrożona marchew i groszek - za 1kg";"2007";3,27;"zł";"";
1400000;"MAZOWIECKIE";"mieszanka mrożona marchew i groszek - za 1kg";"2008";3,84;"zł";"";
1400000;"MAZOWIECKIE";"mieszanka mrożona marchew i groszek - za 1kg";"2009";3,74;"zł";"";
1400000;"MAZOWIECKIE";"mieszanka mrożona marchew i groszek - za 1kg";"2010";3,85;"zł";"";
1400000;"MAZOWIECKIE";"mieszanka mrożona marchew i groszek - za 1kg";"2011";4,03;"zł";"";
1400000;"MAZOWIECKIE";"mieszanka mrożona marchew i groszek - za 1kg";"2012";4,08;"zł";"";
1400000;"MAZOWIECKIE";"mieszanka mrożona marchew i groszek - za 1kg";"2013";3,87;"zł";"";
1400000;"MAZOWIECKIE";"mieszanka mrożona marchew i groszek - za 1kg";"2014";3,81;"zł";"";
1400000;"MAZOWIECKIE";"mieszanka mrożona marchew i groszek - za 1kg";"2015";3,93;"zł";"";
1400000;"MAZOWIECKIE";"mieszanka mrożona marchew i groszek - za 1kg";"2016";4,00;"zł";"";
1400000;"MAZOWIECKIE";"mieszanka mrożona marchew i groszek - za 1kg";"2017";3,85;"zł";"";
1400000;"MAZOWIECKIE";"mieszanka mrożona marchew i groszek - za 1kg";"2018";3,83;"zł";"";
1400000;"MAZOWIECKIE";"mieszanka mrożona marchew i groszek - za 1kg";"2019";3,98;"zł";"";
1400000;"MAZOWIECKIE";"koncentrat pomidorowy 30% - za 1kg";"1999";0,00;"zł";"";
1400000;"MAZOWIECKIE";"koncentrat pomidorowy 30% - za 1kg";"2000";0,00;"zł";"";
1400000;"MAZOWIECKIE";"koncentrat pomidorowy 30% - za 1kg";"2001";0,00;"zł";"";
1400000;"MAZOWIECKIE";"koncentrat pomidorowy 30% - za 1kg";"2002";9,43;"zł";"";
1400000;"MAZOWIECKIE";"koncentrat pomidorowy 30% - za 1kg";"2003";9,18;"zł";"";
1400000;"MAZOWIECKIE";"koncentrat pomidorowy 30% - za 1kg";"2004";8,63;"zł";"";
1400000;"MAZOWIECKIE";"koncentrat pomidorowy 30% - za 1kg";"2005";8,36;"zł";"";
1400000;"MAZOWIECKIE";"koncentrat pomidorowy 30% - za 1kg";"2006";6,96;"zł";"";
1400000;"MAZOWIECKIE";"koncentrat pomidorowy 30% - za 1kg";"2007";7,60;"zł";"";
1400000;"MAZOWIECKIE";"koncentrat pomidorowy 30% - za 1kg";"2008";9,93;"zł";"";
1400000;"MAZOWIECKIE";"koncentrat pomidorowy 30% - za 1kg";"2009";11,06;"zł";"";
1400000;"MAZOWIECKIE";"koncentrat pomidorowy 30% - za 1kg";"2010";11,12;"zł";"";
1400000;"MAZOWIECKIE";"koncentrat pomidorowy 30% - za 1kg";"2011";11,25;"zł";"";
1400000;"MAZOWIECKIE";"koncentrat pomidorowy 30% - za 1kg";"2012";10,16;"zł";"";
1400000;"MAZOWIECKIE";"koncentrat pomidorowy 30% - za 1kg";"2013";10,89;"zł";"";
1400000;"MAZOWIECKIE";"koncentrat pomidorowy 30% - za 1kg";"2014";10,78;"zł";"";
1400000;"MAZOWIECKIE";"koncentrat pomidorowy 30% - za 1kg";"2015";10,79;"zł";"";
1400000;"MAZOWIECKIE";"koncentrat pomidorowy 30% - za 1kg";"2016";9,19;"zł";"";
1400000;"MAZOWIECKIE";"koncentrat pomidorowy 30% - za 1kg";"2017";8,59;"zł";"";
1400000;"MAZOWIECKIE";"koncentrat pomidorowy 30% - za 1kg";"2018";8,34;"zł";"";
1400000;"MAZOWIECKIE";"koncentrat pomidorowy 30% - za 1kg";"2019";8,45;"zł";"";
1400000;"MAZOWIECKIE";"ogórki konserwowe całe 0,9l - za 1szt.";"1999";1,91;"zł";"";
1400000;"MAZOWIECKIE";"ogórki konserwowe całe 0,9l - za 1szt.";"2000";0,00;"zł";"";
1400000;"MAZOWIECKIE";"ogórki konserwowe całe 0,9l - za 1szt.";"2001";2,91;"zł";"";
1400000;"MAZOWIECKIE";"ogórki konserwowe całe 0,9l - za 1szt.";"2002";4,08;"zł";"";
1400000;"MAZOWIECKIE";"ogórki konserwowe całe 0,9l - za 1szt.";"2003";3,04;"zł";"";
1400000;"MAZOWIECKIE";"ogórki konserwowe całe 0,9l - za 1szt.";"2004";2,46;"zł";"";
1400000;"MAZOWIECKIE";"ogórki konserwowe całe 0,9l - za 1szt.";"2005";3,01;"zł";"";
1400000;"MAZOWIECKIE";"ogórki konserwowe całe 0,9l - za 1szt.";"2006";2,93;"zł";"";
1400000;"MAZOWIECKIE";"ogórki konserwowe całe 0,9l - za 1szt.";"2007";3,06;"zł";"";
1400000;"MAZOWIECKIE";"ogórki konserwowe całe 0,9l - za 1szt.";"2008";3,55;"zł";"";
1400000;"MAZOWIECKIE";"ogórki konserwowe całe 0,9l - za 1szt.";"2009";3,56;"zł";"";
1400000;"MAZOWIECKIE";"ogórki konserwowe całe 0,9l - za 1szt.";"2010";4,54;"zł";"";
1400000;"MAZOWIECKIE";"ogórki konserwowe całe 0,9l - za 1szt.";"2011";0,00;"zł";"";
1400000;"MAZOWIECKIE";"ogórki konserwowe całe 0,9l - za 1szt.";"2012";4,14;"zł";"";
1400000;"MAZOWIECKIE";"ogórki konserwowe całe 0,9l - za 1szt.";"2013";4,11;"zł";"";
1400000;"MAZOWIECKIE";"ogórki konserwowe całe 0,9l - za 1szt.";"2014";4,03;"zł";"";
1400000;"MAZOWIECKIE";"ogórki konserwowe całe 0,9l - za 1szt.";"2015";4,16;"zł";"";
1400000;"MAZOWIECKIE";"ogórki konserwowe całe 0,9l - za 1szt.";"2016";4,24;"zł";"";
1400000;"MAZOWIECKIE";"ogórki konserwowe całe 0,9l - za 1szt.";"2017";4,65;"zł";"";
1400000;"MAZOWIECKIE";"ogórki konserwowe całe 0,9l - za 1szt.";"2018";4,60;"zł";"";
1400000;"MAZOWIECKIE";"ogórki konserwowe całe 0,9l - za 1szt.";"2019";4,56;"zł";"";
1400000;"MAZOWIECKIE";"sok jabłkowy, w opakowaniu kartonowym - za 1l";"1999";2,01;"zł";"";
1400000;"MAZOWIECKIE";"sok jabłkowy, w opakowaniu kartonowym - za 1l";"2000";2,41;"zł";"";
1400000;"MAZOWIECKIE";"sok jabłkowy, w opakowaniu kartonowym - za 1l";"2001";2,36;"zł";"";
1400000;"MAZOWIECKIE";"sok jabłkowy, w opakowaniu kartonowym - za 1l";"2002";1,76;"zł";"";
1400000;"MAZOWIECKIE";"sok jabłkowy, w opakowaniu kartonowym - za 1l";"2003";2,47;"zł";"";
1400000;"MAZOWIECKIE";"sok jabłkowy, w opakowaniu kartonowym - za 1l";"2004";2,31;"zł";"";
1400000;"MAZOWIECKIE";"sok jabłkowy, w opakowaniu kartonowym - za 1l";"2005";1,73;"zł";"";
1400000;"MAZOWIECKIE";"sok jabłkowy, w opakowaniu kartonowym - za 1l";"2006";1,89;"zł";"";
1400000;"MAZOWIECKIE";"sok jabłkowy, w opakowaniu kartonowym - za 1l";"2007";1,90;"zł";"";
1400000;"MAZOWIECKIE";"sok jabłkowy, w opakowaniu kartonowym - za 1l";"2008";2,29;"zł";"";
1400000;"MAZOWIECKIE";"sok jabłkowy, w opakowaniu kartonowym - za 1l";"2009";2,13;"zł";"";
1400000;"MAZOWIECKIE";"sok jabłkowy, w opakowaniu kartonowym - za 1l";"2010";2,35;"zł";"";
1400000;"MAZOWIECKIE";"sok jabłkowy, w opakowaniu kartonowym - za 1l";"2011";2,53;"zł";"";
1400000;"MAZOWIECKIE";"sok jabłkowy, w opakowaniu kartonowym - za 1l";"2012";2,70;"zł";"";
1400000;"MAZOWIECKIE";"sok jabłkowy, w opakowaniu kartonowym - za 1l";"2013";2,96;"zł";"";
1400000;"MAZOWIECKIE";"sok jabłkowy, w opakowaniu kartonowym - za 1l";"2014";2,90;"zł";"";
1400000;"MAZOWIECKIE";"sok jabłkowy, w opakowaniu kartonowym - za 1l";"2015";2,49;"zł";"";
1400000;"MAZOWIECKIE";"sok jabłkowy, w opakowaniu kartonowym - za 1l";"2016";3,09;"zł";"";
1400000;"MAZOWIECKIE";"sok jabłkowy, w opakowaniu kartonowym - za 1l";"2017";3,09;"zł";"";
1400000;"MAZOWIECKIE";"sok jabłkowy, w opakowaniu kartonowym - za 1l";"2018";3,25;"zł";"";
1400000;"MAZOWIECKIE";"sok jabłkowy, w opakowaniu kartonowym - za 1l";"2019";2,26;"zł";"";
1600000;"OPOLSKIE";"mieszanka mrożona marchew i groszek - za 1kg";"1999";2,67;"zł";"";
1600000;"OPOLSKIE";"mieszanka mrożona marchew i groszek - za 1kg";"2000";2,57;"zł";"";
1600000;"OPOLSKIE";"mieszanka mrożona marchew i groszek - za 1kg";"2001";2,97;"zł";"";
1600000;"OPOLSKIE";"mieszanka mrożona marchew i groszek - za 1kg";"2002";0,00;"zł";"";
1600000;"OPOLSKIE";"mieszanka mrożona marchew i groszek - za 1kg";"2003";2,46;"zł";"";
1600000;"OPOLSKIE";"mieszanka mrożona marchew i groszek - za 1kg";"2004";2,21;"zł";"";
1600000;"OPOLSKIE";"mieszanka mrożona marchew i groszek - za 1kg";"2005";2,19;"zł";"";
1600000;"OPOLSKIE";"mieszanka mrożona marchew i groszek - za 1kg";"2006";2,53;"zł";"";
1600000;"OPOLSKIE";"mieszanka mrożona marchew i groszek - za 1kg";"2007";3,60;"zł";"";
1600000;"OPOLSKIE";"mieszanka mrożona marchew i groszek - za 1kg";"2008";3,72;"zł";"";
1600000;"OPOLSKIE";"mieszanka mrożona marchew i groszek - za 1kg";"2009";4,09;"zł";"";
1600000;"OPOLSKIE";"mieszanka mrożona marchew i groszek - za 1kg";"2010";3,78;"zł";"";
1600000;"OPOLSKIE";"mieszanka mrożona marchew i groszek - za 1kg";"2011";3,51;"zł";"";
1600000;"OPOLSKIE";"mieszanka mrożona marchew i groszek - za 1kg";"2012";3,47;"zł";"";
1600000;"OPOLSKIE";"mieszanka mrożona marchew i groszek - za 1kg";"2013";3,62;"zł";"";
1600000;"OPOLSKIE";"mieszanka mrożona marchew i groszek - za 1kg";"2014";3,66;"zł";"";
1600000;"OPOLSKIE";"mieszanka mrożona marchew i groszek - za 1kg";"2015";0,00;"zł";"";
1600000;"OPOLSKIE";"mieszanka mrożona marchew i groszek - za 1kg";"2016";0,00;"zł";"";
1600000;"OPOLSKIE";"mieszanka mrożona marchew i groszek - za 1kg";"2017";0,00;"zł";"";
1600000;"OPOLSKIE";"mieszanka mrożona marchew i groszek - za 1kg";"2018";0,00;"zł";"";
1600000;"OPOLSKIE";"mieszanka mrożona marchew i groszek - za 1kg";"2019";0,00;"zł";"";
1600000;"OPOLSKIE";"koncentrat pomidorowy 30% - za 1kg";"1999";0,00;"zł";"";
1600000;"OPOLSKIE";"koncentrat pomidorowy 30% - za 1kg";"2000";0,00;"zł";"";
1600000;"OPOLSKIE";"koncentrat pomidorowy 30% - za 1kg";"2001";0,00;"zł";"";
1600000;"OPOLSKIE";"koncentrat pomidorowy 30% - za 1kg";"2002";0,00;"zł";"";
1600000;"OPOLSKIE";"koncentrat pomidorowy 30% - za 1kg";"2003";0,00;"zł";"";
1600000;"OPOLSKIE";"koncentrat pomidorowy 30% - za 1kg";"2004";0,00;"zł";"";
1600000;"OPOLSKIE";"koncentrat pomidorowy 30% - za 1kg";"2005";0,00;"zł";"";
1600000;"OPOLSKIE";"koncentrat pomidorowy 30% - za 1kg";"2006";0,00;"zł";"";
1600000;"OPOLSKIE";"koncentrat pomidorowy 30% - za 1kg";"2007";0,00;"zł";"";
1600000;"OPOLSKIE";"koncentrat pomidorowy 30% - za 1kg";"2008";0,00;"zł";"";
1600000;"OPOLSKIE";"koncentrat pomidorowy 30% - za 1kg";"2009";0,00;"zł";"";
1600000;"OPOLSKIE";"koncentrat pomidorowy 30% - za 1kg";"2010";0,00;"zł";"";
1600000;"OPOLSKIE";"koncentrat pomidorowy 30% - za 1kg";"2011";0,00;"zł";"";
1600000;"OPOLSKIE";"koncentrat pomidorowy 30% - za 1kg";"2012";0,00;"zł";"";
1600000;"OPOLSKIE";"koncentrat pomidorowy 30% - za 1kg";"2013";0,00;"zł";"";
1600000;"OPOLSKIE";"koncentrat pomidorowy 30% - za 1kg";"2014";0,00;"zł";"";
1600000;"OPOLSKIE";"koncentrat pomidorowy 30% - za 1kg";"2015";0,00;"zł";"";
1600000;"OPOLSKIE";"koncentrat pomidorowy 30% - za 1kg";"2016";0,00;"zł";"";
1600000;"OPOLSKIE";"koncentrat pomidorowy 30% - za 1kg";"2017";0,00;"zł";"";
1600000;"OPOLSKIE";"koncentrat pomidorowy 30% - za 1kg";"2018";0,00;"zł";"";
1600000;"OPOLSKIE";"koncentrat pomidorowy 30% - za 1kg";"2019";0,00;"zł";"";
1600000;"OPOLSKIE";"ogórki konserwowe całe 0,9l - za 1szt.";"1999";0,00;"zł";"";
1600000;"OPOLSKIE";"ogórki konserwowe całe 0,9l - za 1szt.";"2000";0,00;"zł";"";
1600000;"OPOLSKIE";"ogórki konserwowe całe 0,9l - za 1szt.";"2001";0,00;"zł";"";
1600000;"OPOLSKIE";"ogórki konserwowe całe 0,9l - za 1szt.";"2002";0,00;"zł";"";
1600000;"OPOLSKIE";"ogórki konserwowe całe 0,9l - za 1szt.";"2003";0,00;"zł";"";
1600000;"OPOLSKIE";"ogórki konserwowe całe 0,9l - za 1szt.";"2004";0,00;"zł";"";
1600000;"OPOLSKIE";"ogórki konserwowe całe 0,9l - za 1szt.";"2005";0,00;"zł";"";
1600000;"OPOLSKIE";"ogórki konserwowe całe 0,9l - za 1szt.";"2006";0,00;"zł";"";
1600000;"OPOLSKIE";"ogórki konserwowe całe 0,9l - za 1szt.";"2007";0,00;"zł";"";
1600000;"OPOLSKIE";"ogórki konserwowe całe 0,9l - za 1szt.";"2008";0,00;"zł";"";
1600000;"OPOLSKIE";"ogórki konserwowe całe 0,9l - za 1szt.";"2009";0,00;"zł";"";
1600000;"OPOLSKIE";"ogórki konserwowe całe 0,9l - za 1szt.";"2010";0,00;"zł";"";
1600000;"OPOLSKIE";"ogórki konserwowe całe 0,9l - za 1szt.";"2011";0,00;"zł";"";
1600000;"OPOLSKIE";"ogórki konserwowe całe 0,9l - za 1szt.";"2012";0,00;"zł";"";
1600000;"OPOLSKIE";"ogórki konserwowe całe 0,9l - za 1szt.";"2013";0,00;"zł";"";
1600000;"OPOLSKIE";"ogórki konserwowe całe 0,9l - za 1szt.";"2014";0,00;"zł";"";
1600000;"OPOLSKIE";"ogórki konserwowe całe 0,9l - za 1szt.";"2015";0,00;"zł";"";
1600000;"OPOLSKIE";"ogórki konserwowe całe 0,9l - za 1szt.";"2016";0,00;"zł";"";
1600000;"OPOLSKIE";"ogórki konserwowe całe 0,9l - za 1szt.";"2017";0,00;"zł";"";
1600000;"OPOLSKIE";"ogórki konserwowe całe 0,9l - za 1szt.";"2018";0,00;"zł";"";
1600000;"OPOLSKIE";"ogórki konserwowe całe 0,9l - za 1szt.";"2019";0,00;"zł";"";
1600000;"OPOLSKIE";"sok jabłkowy, w opakowaniu kartonowym - za 1l";"1999";0,00;"zł";"";
1600000;"OPOLSKIE";"sok jabłkowy, w opakowaniu kartonowym - za 1l";"2000";0,00;"zł";"";
1600000;"OPOLSKIE";"sok jabłkowy, w opakowaniu kartonowym - za 1l";"2001";0,00;"zł";"";
1600000;"OPOLSKIE";"sok jabłkowy, w opakowaniu kartonowym - za 1l";"2002";0,00;"zł";"";
1600000;"OPOLSKIE";"sok jabłkowy, w opakowaniu kartonowym - za 1l";"2003";0,00;"zł";"";
1600000;"OPOLSKIE";"sok jabłkowy, w opakowaniu kartonowym - za 1l";"2004";0,00;"zł";"";
1600000;"OPOLSKIE";"sok jabłkowy, w opakowaniu kartonowym - za 1l";"2005";0,00;"zł";"";
1600000;"OPOLSKIE";"sok jabłkowy, w opakowaniu kartonowym - za 1l";"2006";0,00;"zł";"";
1600000;"OPOLSKIE";"sok jabłkowy, w opakowaniu kartonowym - za 1l";"2007";0,00;"zł";"";
1600000;"OPOLSKIE";"sok jabłkowy, w opakowaniu kartonowym - za 1l";"2008";0,00;"zł";"";
