"Kod";"Nazwa";"Rodzaje produktów";"Rok";"Wartosc";"Jednostka miary";"Atrybut";
1400000;"MAZOWIECKIE";"kasza jęczmienna "Mazurska" - za 1kg";"1999";0,95;"zł";"";
1400000;"MAZOWIECKIE";"kasza jęczmienna "Mazurska" - za 1kg";"2000";0,00;"zł";"";
1400000;"MAZOWIECKIE";"kasza jęczmienna "Mazurska" - za 1kg";"2001";0,00;"zł";"";
1400000;"MAZOWIECKIE";"kasza jęczmienna "Mazurska" - za 1kg";"2002";0,00;"zł";"";
1400000;"MAZOWIECKIE";"kasza jęczmienna "Mazurska" - za 1kg";"2003";0,00;"zł";"";
1400000;"MAZOWIECKIE";"kasza jęczmienna "Mazurska" - za 1kg";"2004";1,21;"zł";"";
1400000;"MAZOWIECKIE";"kasza jęczmienna "Mazurska" - za 1kg";"2005";0,99;"zł";"";
1400000;"MAZOWIECKIE";"kasza jęczmienna "Mazurska" - za 1kg";"2006";0,00;"zł";"";
1400000;"MAZOWIECKIE";"kasza jęczmienna "Mazurska" - za 1kg";"2007";1,32;"zł";"";
1400000;"MAZOWIECKIE";"kasza jęczmienna "Mazurska" - za 1kg";"2008";1,56;"zł";"";
1400000;"MAZOWIECKIE";"kasza jęczmienna "Mazurska" - za 1kg";"2009";1,18;"zł";"";
1400000;"MAZOWIECKIE";"kasza jęczmienna "Mazurska" - za 1kg";"2010";1,15;"zł";"";
1400000;"MAZOWIECKIE";"kasza jęczmienna "Mazurska" - za 1kg";"2011";1,50;"zł";"";
1400000;"MAZOWIECKIE";"kasza jęczmienna "Mazurska" - za 1kg";"2012";1,54;"zł";"";
1400000;"MAZOWIECKIE";"kasza jęczmienna "Mazurska" - za 1kg";"2013";1,57;"zł";"";
1400000;"MAZOWIECKIE";"kasza jęczmienna "Mazurska" - za 1kg";"2014";1,96;"zł";"";
1400000;"MAZOWIECKIE";"kasza jęczmienna "Mazurska" - za 1kg";"2015";2,37;"zł";"";
1400000;"MAZOWIECKIE";"kasza jęczmienna "Mazurska" - za 1kg";"2016";2,16;"zł";"";
1400000;"MAZOWIECKIE";"kasza jęczmienna "Mazurska" - za 1kg";"2017";2,74;"zł";"";
1400000;"MAZOWIECKIE";"kasza jęczmienna "Mazurska" - za 1kg";"2018";2,79;"zł";"";
1400000;"MAZOWIECKIE";"kasza jęczmienna "Mazurska" - za 1kg";"2019";3,31;"zł";"";
1400000;"MAZOWIECKIE";"kasza gryczana prażona cała - za 1kg";"1999";0,00;"zł";"";
1400000;"MAZOWIECKIE";"kasza gryczana prażona cała - za 1kg";"2000";0,00;"zł";"";
1400000;"MAZOWIECKIE";"kasza gryczana prażona cała - za 1kg";"2001";0,00;"zł";"";
1400000;"MAZOWIECKIE";"kasza gryczana prażona cała - za 1kg";"2002";0,00;"zł";"";
1400000;"MAZOWIECKIE";"kasza gryczana prażona cała - za 1kg";"2003";2,45;"zł";"";
1400000;"MAZOWIECKIE";"kasza gryczana prażona cała - za 1kg";"2004";3,05;"zł";"";
1400000;"MAZOWIECKIE";"kasza gryczana prażona cała - za 1kg";"2005";0,00;"zł";"";
1400000;"MAZOWIECKIE";"kasza gryczana prażona cała - za 1kg";"2006";3,04;"zł";"";
1400000;"MAZOWIECKIE";"kasza gryczana prażona cała - za 1kg";"2007";4,31;"zł";"";
1400000;"MAZOWIECKIE";"kasza gryczana prażona cała - za 1kg";"2008";0,00;"zł";"";
1400000;"MAZOWIECKIE";"kasza gryczana prażona cała - za 1kg";"2009";2,71;"zł";"";
1400000;"MAZOWIECKIE";"kasza gryczana prażona cała - za 1kg";"2010";5,20;"zł";"";
1400000;"MAZOWIECKIE";"kasza gryczana prażona cała - za 1kg";"2011";7,28;"zł";"";
1400000;"MAZOWIECKIE";"kasza gryczana prażona cała - za 1kg";"2012";3,90;"zł";"";
1400000;"MAZOWIECKIE";"kasza gryczana prażona cała - za 1kg";"2013";3,57;"zł";"";
1400000;"MAZOWIECKIE";"kasza gryczana prażona cała - za 1kg";"2014";4,13;"zł";"";
1400000;"MAZOWIECKIE";"kasza gryczana prażona cała - za 1kg";"2015";5,77;"zł";"";
1400000;"MAZOWIECKIE";"kasza gryczana prażona cała - za 1kg";"2016";6,36;"zł";"";
1400000;"MAZOWIECKIE";"kasza gryczana prażona cała - za 1kg";"2017";6,55;"zł";"";
1400000;"MAZOWIECKIE";"kasza gryczana prażona cała - za 1kg";"2018";6,44;"zł";"";
1400000;"MAZOWIECKIE";"kasza gryczana prażona cała - za 1kg";"2019";6,16;"zł";"";
1600000;"OPOLSKIE";"chleb 1kg";"1999";0,00;"zł";"";
1600000;"OPOLSKIE";"chleb 1kg";"2000";;"zł";"";
1600000;"OPOLSKIE";"chleb 1kg";"2001";;"zł";"";
1600000;"OPOLSKIE";"chleb 1kg";"2002";;"zł";"";
1600000;"OPOLSKIE";"chleb 1kg";"2003";;"zł";"";
1600000;"OPOLSKIE";"chleb 1kg";"2004";;"zł";"";
1600000;"OPOLSKIE";"chleb 1kg";"2005";;"zł";"";
1600000;"OPOLSKIE";"chleb 1kg";"2006";;"zł";"";
1600000;"OPOLSKIE";"chleb 1kg";"2007";;"zł";"";
1600000;"OPOLSKIE";"chleb 1kg";"2008";;"zł";"";
1600000;"OPOLSKIE";"chleb 1kg";"2009";;"zł";"";
1600000;"OPOLSKIE";"chleb 1kg";"2010";;"zł";"";
1600000;"OPOLSKIE";"chleb 1kg";"2011";;"zł";"";
1600000;"OPOLSKIE";"chleb 1kg";"2012";;"zł";"";
1600000;"OPOLSKIE";"chleb 1kg";"2013";;"zł";"";
1600000;"OPOLSKIE";"chleb 1kg";"2014";;"zł";"";
1600000;"OPOLSKIE";"chleb 1kg";"2015";;"zł";"";
1600000;"OPOLSKIE";"chleb 1kg";"2016";;"zł";"";
1600000;"OPOLSKIE";"chleb 1kg";"2017";;"zł";"";
1600000;"OPOLSKIE";"chleb 1kg";"2018";;"zł";"";
1600000;"OPOLSKIE";"chleb 1kg";"2019";;"zł";"";
1600000;"OPOLSKIE";"chleb mieszany zwykły (pszenno-żytni) - za 1kg";"1999";;"zł";"";
1600000;"OPOLSKIE";"chleb mieszany zwykły (pszenno-żytni) - za 1kg";"2000";0,00;"zł";"";
1600000;"OPOLSKIE";"chleb mieszany zwykły (pszenno-żytni) - za 1kg";"2001";2,58;"zł";"";
1600000;"OPOLSKIE";"chleb mieszany zwykły (pszenno-żytni) - za 1kg";"2002";2,41;"zł";"";
1600000;"OPOLSKIE";"chleb mieszany zwykły (pszenno-żytni) - za 1kg";"2003";2,45;"zł";"";
1600000;"OPOLSKIE";"chleb mieszany zwykły (pszenno-żytni) - za 1kg";"2004";2,53;"zł";"";
1600000;"OPOLSKIE";"chleb mieszany zwykły (pszenno-żytni) - za 1kg";"2005";2,50;"zł";"";
1600000;"OPOLSKIE";"chleb mieszany zwykły (pszenno-żytni) - za 1kg";"2006";2,64;"zł";"";
1600000;"OPOLSKIE";"chleb mieszany zwykły (pszenno-żytni) - za 1kg";"2007";2,95;"zł";"";
1600000;"OPOLSKIE";"chleb mieszany zwykły (pszenno-żytni) - za 1kg";"2008";3,26;"zł";"";
1600000;"OPOLSKIE";"chleb mieszany zwykły (pszenno-żytni) - za 1kg";"2009";3,23;"zł";"";
1600000;"OPOLSKIE";"chleb mieszany zwykły (pszenno-żytni) - za 1kg";"2010";3,24;"zł";"";
1600000;"OPOLSKIE";"chleb mieszany zwykły (pszenno-żytni) - za 1kg";"2011";3,70;"zł";"";
1600000;"OPOLSKIE";"chleb mieszany zwykły (pszenno-żytni) - za 1kg";"2012";3,85;"zł";"";
1600000;"OPOLSKIE";"chleb mieszany zwykły (pszenno-żytni) - za 1kg";"2013";3,90;"zł";"";
1600000;"OPOLSKIE";"chleb mieszany zwykły (pszenno-żytni) - za 1kg";"2014";4,03;"zł";"";
1600000;"OPOLSKIE";"chleb mieszany zwykły (pszenno-żytni) - za 1kg";"2015";4,13;"zł";"";
1600000;"OPOLSKIE";"chleb mieszany zwykły (pszenno-żytni) - za 1kg";"2016";3,73;"zł";"";
1600000;"OPOLSKIE";"chleb mieszany zwykły (pszenno-żytni) - za 1kg";"2017";3,69;"zł";"";
1600000;"OPOLSKIE";"chleb mieszany zwykły (pszenno-żytni) - za 1kg";"2018";3,65;"zł";"";
1600000;"OPOLSKIE";"chleb mieszany zwykły (pszenno-żytni) - za 1kg";"2019";3,89;"zł";"";
1600000;"OPOLSKIE";"mąka pszenna "Poznańska", workowana - za 1kg";"1999";0,00;"zł";"";
1600000;"OPOLSKIE";"mąka pszenna "Poznańska", workowana - za 1kg";"2000";0,00;"zł";"";
1600000;"OPOLSKIE";"mąka pszenna "Poznańska", workowana - za 1kg";"2001";0,00;"zł";"";
1600000;"OPOLSKIE";"mąka pszenna "Poznańska", workowana - za 1kg";"2002";0,00;"zł";"";
1600000;"OPOLSKIE";"mąka pszenna "Poznańska", workowana - za 1kg";"2003";0,00;"zł";"";
1600000;"OPOLSKIE";"mąka pszenna "Poznańska", workowana - za 1kg";"2004";0,00;"zł";"";
1600000;"OPOLSKIE";"mąka pszenna "Poznańska", workowana - za 1kg";"2005";0,00;"zł";"";
1600000;"OPOLSKIE";"mąka pszenna "Poznańska", workowana - za 1kg";"2006";0,00;"zł";"";
1600000;"OPOLSKIE";"mąka pszenna "Poznańska", workowana - za 1kg";"2007";0,00;"zł";"";
1600000;"OPOLSKIE";"mąka pszenna "Poznańska", workowana - za 1kg";"2008";0,00;"zł";"";
1600000;"OPOLSKIE";"mąka pszenna "Poznańska", workowana - za 1kg";"2009";0,84;"zł";"";
1600000;"OPOLSKIE";"mąka pszenna "Poznańska", workowana - za 1kg";"2010";0,00;"zł";"";
1600000;"OPOLSKIE";"mąka pszenna "Poznańska", workowana - za 1kg";"2011";0,00;"zł";"";
1600000;"OPOLSKIE";"mąka pszenna "Poznańska", workowana - za 1kg";"2012";0,00;"zł";"";
1600000;"OPOLSKIE";"mąka pszenna "Poznańska", workowana - za 1kg";"2013";0,00;"zł";"";
1600000;"OPOLSKIE";"mąka pszenna "Poznańska", workowana - za 1kg";"2014";0,00;"zł";"";
1600000;"OPOLSKIE";"mąka pszenna "Poznańska", workowana - za 1kg";"2015";0,00;"zł";"";
1600000;"OPOLSKIE";"mąka pszenna "Poznańska", workowana - za 1kg";"2016";0,00;"zł";"";
1600000;"OPOLSKIE";"mąka pszenna "Poznańska", workowana - za 1kg";"2017";0,00;"zł";"";
1600000;"OPOLSKIE";"mąka pszenna "Poznańska", workowana - za 1kg";"2018";0,00;"zł";"";
1600000;"OPOLSKIE";"mąka pszenna "Poznańska", workowana - za 1kg";"2019";0,00;"zł";"";
1600000;"OPOLSKIE";"kasza jęczmienna "Mazurska" - za 1kg";"1999";0,00;"zł";"";
1600000;"OPOLSKIE";"kasza jęczmienna "Mazurska" - za 1kg";"2000";0,00;"zł";"";
1600000;"OPOLSKIE";"kasza jęczmienna "Mazurska" - za 1kg";"2001";0,00;"zł";"";
1600000;"OPOLSKIE";"kasza jęczmienna "Mazurska" - za 1kg";"2002";0,00;"zł";"";
1600000;"OPOLSKIE";"kasza jęczmienna "Mazurska" - za 1kg";"2003";0,00;"zł";"";
1600000;"OPOLSKIE";"kasza jęczmienna "Mazurska" - za 1kg";"2004";0,00;"zł";"";
1600000;"OPOLSKIE";"kasza jęczmienna "Mazurska" - za 1kg";"2005";0,00;"zł";"";
1600000;"OPOLSKIE";"kasza jęczmienna "Mazurska" - za 1kg";"2006";0,00;"zł";"";
1600000;"OPOLSKIE";"kasza jęczmienna "Mazurska" - za 1kg";"2007";0,00;"zł";"";
1600000;"OPOLSKIE";"kasza jęczmienna "Mazurska" - za 1kg";"2008";0,00;"zł";"";
1600000;"OPOLSKIE";"kasza jęczmienna "Mazurska" - za 1kg";"2009";0,00;"zł";"";
1600000;"OPOLSKIE";"kasza jęczmienna "Mazurska" - za 1kg";"2010";0,00;"zł";"";
1600000;"OPOLSKIE";"kasza jęczmienna "Mazurska" - za 1kg";"2011";0,00;"zł";"";
1600000;"OPOLSKIE";"kasza jęczmienna "Mazurska" - za 1kg";"2012";0,00;"zł";"";
1600000;"OPOLSKIE";"kasza jęczmienna "Mazurska" - za 1kg";"2013";0,00;"zł";"";
1600000;"OPOLSKIE";"kasza jęczmienna "Mazurska" - za 1kg";"2014";0,00;"zł";"";
1600000;"OPOLSKIE";"kasza jęczmienna "Mazurska" - za 1kg";"2015";0,00;"zł";"";
1600000;"OPOLSKIE";"kasza jęczmienna "Mazurska" - za 1kg";"2016";0,00;"zł";"";
1600000;"OPOLSKIE";"kasza jęczmienna "Mazurska" - za 1kg";"2017";0,00;"zł";"";
1600000;"OPOLSKIE";"kasza jęczmienna "Mazurska" - za 1kg";"2018";0,00;"zł";"";
1600000;"OPOLSKIE";"kasza jęczmienna "Mazurska" - za 1kg";"2019";0,00;"zł";"";
1600000;"OPOLSKIE";"kasza gryczana prażona cała - za 1kg";"1999";0,00;"zł";"";
1600000;"OPOLSKIE";"kasza gryczana prażona cała - za 1kg";"2000";0,00;"zł";"";
1600000;"OPOLSKIE";"kasza gryczana prażona cała - za 1kg";"2001";0,00;"zł";"";
1600000;"OPOLSKIE";"kasza gryczana prażona cała - za 1kg";"2002";0,00;"zł";"";
1600000;"OPOLSKIE";"kasza gryczana prażona cała - za 1kg";"2003";0,00;"zł";"";
1600000;"OPOLSKIE";"kasza gryczana prażona cała - za 1kg";"2004";0,00;"zł";"";
1600000;"OPOLSKIE";"kasza gryczana prażona cała - za 1kg";"2005";0,00;"zł";"";
1600000;"OPOLSKIE";"kasza gryczana prażona cała - za 1kg";"2006";0,00;"zł";"";
1600000;"OPOLSKIE";"kasza gryczana prażona cała - za 1kg";"2007";0,00;"zł";"";
1600000;"OPOLSKIE";"kasza gryczana prażona cała - za 1kg";"2008";0,00;"zł";"";
1600000;"OPOLSKIE";"kasza gryczana prażona cała - za 1kg";"2009";0,00;"zł";"";
1600000;"OPOLSKIE";"kasza gryczana prażona cała - za 1kg";"2010";0,00;"zł";"";
1600000;"OPOLSKIE";"kasza gryczana prażona cała - za 1kg";"2011";0,00;"zł";"";
1600000;"OPOLSKIE";"kasza gryczana prażona cała - za 1kg";"2012";0,00;"zł";"";
1600000;"OPOLSKIE";"kasza gryczana prażona cała - za 1kg";"2013";0,00;"zł";"";
1600000;"OPOLSKIE";"kasza gryczana prażona cała - za 1kg";"2014";0,00;"zł";"";
1600000;"OPOLSKIE";"kasza gryczana prażona cała - za 1kg";"2015";0,00;"zł";"";
1600000;"OPOLSKIE";"kasza gryczana prażona cała - za 1kg";"2016";0,00;"zł";"";
1600000;"OPOLSKIE";"kasza gryczana prażona cała - za 1kg";"2017";0,00;"zł";"";
1600000;"OPOLSKIE";"kasza gryczana prażona cała - za 1kg";"2018";0,00;"zł";"";
1600000;"OPOLSKIE";"kasza gryczana prażona cała - za 1kg";"2019";0,00;"zł";"";
1800000;"PODKARPACKIE";"chleb 1kg";"1999";0,00;"zł";"";
1800000;"PODKARPACKIE";"chleb 1kg";"2000";;"zł";"";
1800000;"PODKARPACKIE";"chleb 1kg";"2001";;"zł";"";
1800000;"PODKARPACKIE";"chleb 1kg";"2002";;"zł";"";
1800000;"PODKARPACKIE";"chleb 1kg";"2003";;"zł";"";
1800000;"PODKARPACKIE";"chleb 1kg";"2004";;"zł";"";
1800000;"PODKARPACKIE";"chleb 1kg";"2005";;"zł";"";
1800000;"PODKARPACKIE";"chleb 1kg";"2006";;"zł";"";
1800000;"PODKARPACKIE";"chleb 1kg";"2007";;"zł";"";
1800000;"PODKARPACKIE";"chleb 1kg";"2008";;"zł";"";
1800000;"PODKARPACKIE";"chleb 1kg";"2009";;"zł";"";
1800000;"PODKARPACKIE";"chleb 1kg";"2010";;"zł";"";
1800000;"PODKARPACKIE";"chleb 1kg";"2011";;"zł";"";
1800000;"PODKARPACKIE";"chleb 1kg";"2012";;"zł";"";
1800000;"PODKARPACKIE";"chleb 1kg";"2013";;"zł";"";
1800000;"PODKARPACKIE";"chleb 1kg";"2014";;"zł";"";
1800000;"PODKARPACKIE";"chleb 1kg";"2015";;"zł";"";
1800000;"PODKARPACKIE";"chleb 1kg";"2016";;"zł";"";
1800000;"PODKARPACKIE";"chleb 1kg";"2017";;"zł";"";
1800000;"PODKARPACKIE";"chleb 1kg";"2018";;"zł";"";
1800000;"PODKARPACKIE";"chleb 1kg";"2019";;"zł";"";
1800000;"PODKARPACKIE";"chleb mieszany zwykły (pszenno-żytni) - za 1kg";"1999";;"zł";"";
1800000;"PODKARPACKIE";"chleb mieszany zwykły (pszenno-żytni) - za 1kg";"2000";0,00;"zł";"";
1800000;"PODKARPACKIE";"chleb mieszany zwykły (pszenno-żytni) - za 1kg";"2001";2,22;"zł";"";
1800000;"PODKARPACKIE";"chleb mieszany zwykły (pszenno-żytni) - za 1kg";"2002";2,05;"zł";"";
1800000;"PODKARPACKIE";"chleb mieszany zwykły (pszenno-żytni) - za 1kg";"2003";2,28;"zł";"";
1800000;"PODKARPACKIE";"chleb mieszany zwykły (pszenno-żytni) - za 1kg";"2004";2,39;"zł";"";
1800000;"PODKARPACKIE";"chleb mieszany zwykły (pszenno-żytni) - za 1kg";"2005";2,20;"zł";"";
1800000;"PODKARPACKIE";"chleb mieszany zwykły (pszenno-żytni) - za 1kg";"2006";2,04;"zł";"";
1800000;"PODKARPACKIE";"chleb mieszany zwykły (pszenno-żytni) - za 1kg";"2007";2,27;"zł";"";
1800000;"PODKARPACKIE";"chleb mieszany zwykły (pszenno-żytni) - za 1kg";"2008";2,71;"zł";"";
1800000;"PODKARPACKIE";"chleb mieszany zwykły (pszenno-żytni) - za 1kg";"2009";2,94;"zł";"";
1800000;"PODKARPACKIE";"chleb mieszany zwykły (pszenno-żytni) - za 1kg";"2010";3,10;"zł";"";
1800000;"PODKARPACKIE";"chleb mieszany zwykły (pszenno-żytni) - za 1kg";"2011";3,62;"zł";"";
1800000;"PODKARPACKIE";"chleb mieszany zwykły (pszenno-żytni) - za 1kg";"2012";3,60;"zł";"";
1800000;"PODKARPACKIE";"chleb mieszany zwykły (pszenno-żytni) - za 1kg";"2013";3,57;"zł";"";
1800000;"PODKARPACKIE";"chleb mieszany zwykły (pszenno-żytni) - za 1kg";"2014";3,55;"zł";"";
1800000;"PODKARPACKIE";"chleb mieszany zwykły (pszenno-żytni) - za 1kg";"2015";3,55;"zł";"";
1800000;"PODKARPACKIE";"chleb mieszany zwykły (pszenno-żytni) - za 1kg";"2016";3,54;"zł";"";
1800000;"PODKARPACKIE";"chleb mieszany zwykły (pszenno-żytni) - za 1kg";"2017";3,59;"zł";"";
1800000;"PODKARPACKIE";"chleb mieszany zwykły (pszenno-żytni) - za 1kg";"2018";3,76;"zł";"";
1800000;"PODKARPACKIE";"chleb mieszany zwykły (pszenno-żytni) - za 1kg";"2019";3,95;"zł";"";
1800000;"PODKARPACKIE";"mąka pszenna "Poznańska", workowana - za 1kg";"1999";0,99;"zł";"";
1800000;"PODKARPACKIE";"mąka pszenna "Poznańska", workowana - za 1kg";"2000";1,16;"zł";"";
1800000;"PODKARPACKIE";"mąka pszenna "Poznańska", workowana - za 1kg";"2001";0,97;"zł";"";
1800000;"PODKARPACKIE";"mąka pszenna "Poznańska", workowana - za 1kg";"2002";0,90;"zł";"";
1800000;"PODKARPACKIE";"mąka pszenna "Poznańska", workowana - za 1kg";"2003";0,94;"zł";"";
1800000;"PODKARPACKIE";"mąka pszenna "Poznańska", workowana - za 1kg";"2004";0,99;"zł";"";
1800000;"PODKARPACKIE";"mąka pszenna "Poznańska", workowana - za 1kg";"2005";0,64;"zł";"";
1800000;"PODKARPACKIE";"mąka pszenna "Poznańska", workowana - za 1kg";"2006";0,76;"zł";"";
1800000;"PODKARPACKIE";"mąka pszenna "Poznańska", workowana - za 1kg";"2007";1,04;"zł";"";
1800000;"PODKARPACKIE";"mąka pszenna "Poznańska", workowana - za 1kg";"2008";1,15;"zł";"";
1800000;"PODKARPACKIE";"mąka pszenna "Poznańska", workowana - za 1kg";"2009";0,81;"zł";"";
1800000;"PODKARPACKIE";"mąka pszenna "Poznańska", workowana - za 1kg";"2010";0,97;"zł";"";
1800000;"PODKARPACKIE";"mąka pszenna "Poznańska", workowana - za 1kg";"2011";1,39;"zł";"";
1800000;"PODKARPACKIE";"mąka pszenna "Poznańska", workowana - za 1kg";"2012";1,32;"zł";"";
1800000;"PODKARPACKIE";"mąka pszenna "Poznańska", workowana - za 1kg";"2013";1,26;"zł";"";
1800000;"PODKARPACKIE";"mąka pszenna "Poznańska", workowana - za 1kg";"2014";1,04;"zł";"";
1800000;"PODKARPACKIE";"mąka pszenna "Poznańska", workowana - za 1kg";"2015";0,00;"zł";"";
1800000;"PODKARPACKIE";"mąka pszenna "Poznańska", workowana - za 1kg";"2016";0,00;"zł";"";
1800000;"PODKARPACKIE";"mąka pszenna "Poznańska", workowana - za 1kg";"2017";0,00;"zł";"";
1800000;"PODKARPACKIE";"mąka pszenna "Poznańska", workowana - za 1kg";"2018";0,00;"zł";"";
1800000;"PODKARPACKIE";"mąka pszenna "Poznańska", workowana - za 1kg";"2019";0,00;"zł";"";
1800000;"PODKARPACKIE";"kasza jęczmienna "Mazurska" - za 1kg";"1999";0,00;"zł";"";
1800000;"PODKARPACKIE";"kasza jęczmienna "Mazurska" - za 1kg";"2000";0,00;"zł";"";
1800000;"PODKARPACKIE";"kasza jęczmienna "Mazurska" - za 1kg";"2001";0,00;"zł";"";
1800000;"PODKARPACKIE";"kasza jęczmienna "Mazurska" - za 1kg";"2002";0,00;"zł";"";
1800000;"PODKARPACKIE";"kasza jęczmienna "Mazurska" - za 1kg";"2003";0,00;"zł";"";
1800000;"PODKARPACKIE";"kasza jęczmienna "Mazurska" - za 1kg";"2004";0,00;"zł";"";
1800000;"PODKARPACKIE";"kasza jęczmienna "Mazurska" - za 1kg";"2005";0,00;"zł";"";
1800000;"PODKARPACKIE";"kasza jęczmienna "Mazurska" - za 1kg";"2006";0,00;"zł";"";
1800000;"PODKARPACKIE";"kasza jęczmienna "Mazurska" - za 1kg";"2007";0,00;"zł";"";
1800000;"PODKARPACKIE";"kasza jęczmienna "Mazurska" - za 1kg";"2008";0,00;"zł";"";
1800000;"PODKARPACKIE";"kasza jęczmienna "Mazurska" - za 1kg";"2009";0,00;"zł";"";
1800000;"PODKARPACKIE";"kasza jęczmienna "Mazurska" - za 1kg";"2010";0,00;"zł";"";
1800000;"PODKARPACKIE";"kasza jęczmienna "Mazurska" - za 1kg";"2011";0,00;"zł";"";
1800000;"PODKARPACKIE";"kasza jęczmienna "Mazurska" - za 1kg";"2012";0,00;"zł";"";
1800000;"PODKARPACKIE";"kasza jęczmienna "Mazurska" - za 1kg";"2013";0,00;"zł";"";
1800000;"PODKARPACKIE";"kasza jęczmienna "Mazurska" - za 1kg";"2014";0,00;"zł";"";
1800000;"PODKARPACKIE";"kasza jęczmienna "Mazurska" - za 1kg";"2015";0,00;"zł";"";
1800000;"PODKARPACKIE";"kasza jęczmienna "Mazurska" - za 1kg";"2016";0,00;"zł";"";
1800000;"PODKARPACKIE";"kasza jęczmienna "Mazurska" - za 1kg";"2017";0,00;"zł";"";
1800000;"PODKARPACKIE";"kasza jęczmienna "Mazurska" - za 1kg";"2018";0,00;"zł";"";
1800000;"PODKARPACKIE";"kasza jęczmienna "Mazurska" - za 1kg";"2019";0,00;"zł";"";
1800000;"PODKARPACKIE";"kasza gryczana prażona cała - za 1kg";"1999";0,00;"zł";"";
1800000;"PODKARPACKIE";"kasza gryczana prażona cała - za 1kg";"2000";0,00;"zł";"";
1800000;"PODKARPACKIE";"kasza gryczana prażona cała - za 1kg";"2001";0,00;"zł";"";
1800000;"PODKARPACKIE";"kasza gryczana prażona cała - za 1kg";"2002";0,00;"zł";"";
1800000;"PODKARPACKIE";"kasza gryczana prażona cała - za 1kg";"2003";0,00;"zł";"";
1800000;"PODKARPACKIE";"kasza gryczana prażona cała - za 1kg";"2004";0,00;"zł";"";
1800000;"PODKARPACKIE";"kasza gryczana prażona cała - za 1kg";"2005";0,00;"zł";"";
1800000;"PODKARPACKIE";"kasza gryczana prażona cała - za 1kg";"2006";0,00;"zł";"";
1800000;"PODKARPACKIE";"kasza gryczana prażona cała - za 1kg";"2007";0,00;"zł";"";
1800000;"PODKARPACKIE";"kasza gryczana prażona cała - za 1kg";"2008";0,00;"zł";"";
1800000;"PODKARPACKIE";"kasza gryczana prażona cała - za 1kg";"2009";0,00;"zł";"";
1800000;"PODKARPACKIE";"kasza gryczana prażona cała - za 1kg";"2010";0,00;"zł";"";
1800000;"PODKARPACKIE";"kasza gryczana prażona cała - za 1kg";"2011";0,00;"zł";"";
1800000;"PODKARPACKIE";"kasza gryczana prażona cała - za 1kg";"2012";0,00;"zł";"";
1800000;"PODKARPACKIE";"kasza gryczana prażona cała - za 1kg";"2013";0,00;"zł";"";
1800000;"PODKARPACKIE";"kasza gryczana prażona cała - za 1kg";"2014";0,00;"zł";"";
1800000;"PODKARPACKIE";"kasza gryczana prażona cała - za 1kg";"2015";0,00;"zł";"";
1800000;"PODKARPACKIE";"kasza gryczana prażona cała - za 1kg";"2016";0,00;"zł";"";
1800000;"PODKARPACKIE";"kasza gryczana prażona cała - za 1kg";"2017";0,00;"zł";"";
1800000;"PODKARPACKIE";"kasza gryczana prażona cała - za 1kg";"2018";0,00;"zł";"";
1800000;"PODKARPACKIE";"kasza gryczana prażona cała - za 1kg";"2019";0,00;"zł";"";
2000000;"PODLASKIE";"chleb 1kg";"1999";1,55;"zł";"";
2000000;"PODLASKIE";"chleb 1kg";"2000";;"zł";"";
2000000;"PODLASKIE";"chleb 1kg";"2001";;"zł";"";
2000000;"PODLASKIE";"chleb 1kg";"2002";;"zł";"";
2000000;"PODLASKIE";"chleb 1kg";"2003";;"zł";"";
2000000;"PODLASKIE";"chleb 1kg";"2004";;"zł";"";
2000000;"PODLASKIE";"chleb 1kg";"2005";;"zł";"";
2000000;"PODLASKIE";"chleb 1kg";"2006";;"zł";"";
2000000;"PODLASKIE";"chleb 1kg";"2007";;"zł";"";
2000000;"PODLASKIE";"chleb 1kg";"2008";;"zł";"";
2000000;"PODLASKIE";"chleb 1kg";"2009";;"zł";"";
2000000;"PODLASKIE";"chleb 1kg";"2010";;"zł";"";
2000000;"PODLASKIE";"chleb 1kg";"2011";;"zł";"";
2000000;"PODLASKIE";"chleb 1kg";"2012";;"zł";"";
2000000;"PODLASKIE";"chleb 1kg";"2013";;"zł";"";
2000000;"PODLASKIE";"chleb 1kg";"2014";;"zł";"";
2000000;"PODLASKIE";"chleb 1kg";"2015";;"zł";"";
2000000;"PODLASKIE";"chleb 1kg";"2016";;"zł";"";
2000000;"PODLASKIE";"chleb 1kg";"2017";;"zł";"";
2000000;"PODLASKIE";"chleb 1kg";"2018";;"zł";"";
2000000;"PODLASKIE";"chleb 1kg";"2019";;"zł";"";
2000000;"PODLASKIE";"chleb mieszany zwykły (pszenno-żytni) - za 1kg";"1999";;"zł";"";
2000000;"PODLASKIE";"chleb mieszany zwykły (pszenno-żytni) - za 1kg";"2000";1,92;"zł";"";
2000000;"PODLASKIE";"chleb mieszany zwykły (pszenno-żytni) - za 1kg";"2001";1,90;"zł";"";
2000000;"PODLASKIE";"chleb mieszany zwykły (pszenno-żytni) - za 1kg";"2002";1,89;"zł";"";
2000000;"PODLASKIE";"chleb mieszany zwykły (pszenno-żytni) - za 1kg";"2003";1,79;"zł";"";
2000000;"PODLASKIE";"chleb mieszany zwykły (pszenno-żytni) - za 1kg";"2004";1,89;"zł";"";
2000000;"PODLASKIE";"chleb mieszany zwykły (pszenno-żytni) - za 1kg";"2005";2,03;"zł";"";
