"Kod";"Nazwa";"Rodzaje produktów";"Rok";"Wartosc";"Jednostka miary";"Atrybut";
0400000;"KUJAWSKO-POMORSKIE";"mąka pszenna "Poznańska", workowana - za 1kg";"2010";0,00;"zł";"";
0400000;"KUJAWSKO-POMORSKIE";"mąka pszenna "Poznańska", workowana - za 1kg";"2011";0,00;"zł";"";
0400000;"KUJAWSKO-POMORSKIE";"mąka pszenna "Poznańska", workowana - za 1kg";"2012";0,00;"zł";"";
0400000;"KUJAWSKO-POMORSKIE";"mąka pszenna "Poznańska", workowana - za 1kg";"2013";0,00;"zł";"";
0400000;"KUJAWSKO-POMORSKIE";"mąka pszenna "Poznańska", workowana - za 1kg";"2014";0,00;"zł";"";
0400000;"KUJAWSKO-POMORSKIE";"mąka pszenna "Poznańska", workowana - za 1kg";"2015";0,00;"zł";"";
0400000;"KUJAWSKO-POMORSKIE";"mąka pszenna "Poznańska", workowana - za 1kg";"2016";0,00;"zł";"";
0400000;"KUJAWSKO-POMORSKIE";"mąka pszenna "Poznańska", workowana - za 1kg";"2017";0,00;"zł";"";
0400000;"KUJAWSKO-POMORSKIE";"mąka pszenna "Poznańska", workowana - za 1kg";"2018";0,00;"zł";"";
0400000;"KUJAWSKO-POMORSKIE";"mąka pszenna "Poznańska", workowana - za 1kg";"2019";0,00;"zł";"";
0400000;"KUJAWSKO-POMORSKIE";"kasza jęczmienna "Mazurska" - za 1kg";"1999";0,00;"zł";"";
0400000;"KUJAWSKO-POMORSKIE";"kasza jęczmienna "Mazurska" - za 1kg";"2000";1,09;"zł";"";
0400000;"KUJAWSKO-POMORSKIE";"kasza jęczmienna "Mazurska" - za 1kg";"2001";1,29;"zł";"";
0400000;"KUJAWSKO-POMORSKIE";"kasza jęczmienna "Mazurska" - za 1kg";"2002";1,21;"zł";"";
0400000;"KUJAWSKO-POMORSKIE";"kasza jęczmienna "Mazurska" - za 1kg";"2003";1,13;"zł";"";
0400000;"KUJAWSKO-POMORSKIE";"kasza jęczmienna "Mazurska" - za 1kg";"2004";1,18;"zł";"";
0400000;"KUJAWSKO-POMORSKIE";"kasza jęczmienna "Mazurska" - za 1kg";"2005";0,98;"zł";"";
0400000;"KUJAWSKO-POMORSKIE";"kasza jęczmienna "Mazurska" - za 1kg";"2006";0,00;"zł";"";
0400000;"KUJAWSKO-POMORSKIE";"kasza jęczmienna "Mazurska" - za 1kg";"2007";0,00;"zł";"";
0400000;"KUJAWSKO-POMORSKIE";"kasza jęczmienna "Mazurska" - za 1kg";"2008";0,00;"zł";"";
0400000;"KUJAWSKO-POMORSKIE";"kasza jęczmienna "Mazurska" - za 1kg";"2009";0,00;"zł";"";
0400000;"KUJAWSKO-POMORSKIE";"kasza jęczmienna "Mazurska" - za 1kg";"2010";0,00;"zł";"";
0400000;"KUJAWSKO-POMORSKIE";"kasza jęczmienna "Mazurska" - za 1kg";"2011";0,00;"zł";"";
0400000;"KUJAWSKO-POMORSKIE";"kasza jęczmienna "Mazurska" - za 1kg";"2012";0,00;"zł";"";
0400000;"KUJAWSKO-POMORSKIE";"kasza jęczmienna "Mazurska" - za 1kg";"2013";0,00;"zł";"";
0400000;"KUJAWSKO-POMORSKIE";"kasza jęczmienna "Mazurska" - za 1kg";"2014";0,00;"zł";"";
0400000;"KUJAWSKO-POMORSKIE";"kasza jęczmienna "Mazurska" - za 1kg";"2015";3,34;"zł";"";
0400000;"KUJAWSKO-POMORSKIE";"kasza jęczmienna "Mazurska" - za 1kg";"2016";3,24;"zł";"";
0400000;"KUJAWSKO-POMORSKIE";"kasza jęczmienna "Mazurska" - za 1kg";"2017";3,07;"zł";"";
0400000;"KUJAWSKO-POMORSKIE";"kasza jęczmienna "Mazurska" - za 1kg";"2018";3,02;"zł";"";
0400000;"KUJAWSKO-POMORSKIE";"kasza jęczmienna "Mazurska" - za 1kg";"2019";3,16;"zł";"";
0400000;"KUJAWSKO-POMORSKIE";"kasza gryczana prażona cała - za 1kg";"1999";0,00;"zł";"";
0400000;"KUJAWSKO-POMORSKIE";"kasza gryczana prażona cała - za 1kg";"2000";0,00;"zł";"";
0400000;"KUJAWSKO-POMORSKIE";"kasza gryczana prażona cała - za 1kg";"2001";0,00;"zł";"";
0400000;"KUJAWSKO-POMORSKIE";"kasza gryczana prażona cała - za 1kg";"2002";0,00;"zł";"";
0400000;"KUJAWSKO-POMORSKIE";"kasza gryczana prażona cała - za 1kg";"2003";0,00;"zł";"";
0400000;"KUJAWSKO-POMORSKIE";"kasza gryczana prażona cała - za 1kg";"2004";0,00;"zł";"";
0400000;"KUJAWSKO-POMORSKIE";"kasza gryczana prażona cała - za 1kg";"2005";0,00;"zł";"";
0400000;"KUJAWSKO-POMORSKIE";"kasza gryczana prażona cała - za 1kg";"2006";0,00;"zł";"";
0400000;"KUJAWSKO-POMORSKIE";"kasza gryczana prażona cała - za 1kg";"2007";0,00;"zł";"";
0400000;"KUJAWSKO-POMORSKIE";"kasza gryczana prażona cała - za 1kg";"2008";0,00;"zł";"";
0400000;"KUJAWSKO-POMORSKIE";"kasza gryczana prażona cała - za 1kg";"2009";0,00;"zł";"";
0400000;"KUJAWSKO-POMORSKIE";"kasza gryczana prażona cała - za 1kg";"2010";0,00;"zł";"";
0400000;"KUJAWSKO-POMORSKIE";"kasza gryczana prażona cała - za 1kg";"2011";0,00;"zł";"";
0400000;"KUJAWSKO-POMORSKIE";"kasza gryczana prażona cała - za 1kg";"2012";6,48;"zł";"";
0400000;"KUJAWSKO-POMORSKIE";"kasza gryczana prażona cała - za 1kg";"2013";5,92;"zł";"";
0400000;"KUJAWSKO-POMORSKIE";"kasza gryczana prażona cała - za 1kg";"2014";5,47;"zł";"";
0400000;"KUJAWSKO-POMORSKIE";"kasza gryczana prażona cała - za 1kg";"2015";0,00;"zł";"";
0400000;"KUJAWSKO-POMORSKIE";"kasza gryczana prażona cała - za 1kg";"2016";0,00;"zł";"";
0400000;"KUJAWSKO-POMORSKIE";"kasza gryczana prażona cała - za 1kg";"2017";0,00;"zł";"";
0400000;"KUJAWSKO-POMORSKIE";"kasza gryczana prażona cała - za 1kg";"2018";0,00;"zł";"";
0400000;"KUJAWSKO-POMORSKIE";"kasza gryczana prażona cała - za 1kg";"2019";0,00;"zł";"";
0600000;"LUBELSKIE";"chleb 1kg";"1999";0,00;"zł";"";
0600000;"LUBELSKIE";"chleb 1kg";"2000";;"zł";"";
0600000;"LUBELSKIE";"chleb 1kg";"2001";;"zł";"";
0600000;"LUBELSKIE";"chleb 1kg";"2002";;"zł";"";
0600000;"LUBELSKIE";"chleb 1kg";"2003";;"zł";"";
0600000;"LUBELSKIE";"chleb 1kg";"2004";;"zł";"";
0600000;"LUBELSKIE";"chleb 1kg";"2005";;"zł";"";
0600000;"LUBELSKIE";"chleb 1kg";"2006";;"zł";"";
0600000;"LUBELSKIE";"chleb 1kg";"2007";;"zł";"";
0600000;"LUBELSKIE";"chleb 1kg";"2008";;"zł";"";
0600000;"LUBELSKIE";"chleb 1kg";"2009";;"zł";"";
0600000;"LUBELSKIE";"chleb 1kg";"2010";;"zł";"";
0600000;"LUBELSKIE";"chleb 1kg";"2011";;"zł";"";
0600000;"LUBELSKIE";"chleb 1kg";"2012";;"zł";"";
0600000;"LUBELSKIE";"chleb 1kg";"2013";;"zł";"";
0600000;"LUBELSKIE";"chleb 1kg";"2014";;"zł";"";
0600000;"LUBELSKIE";"chleb 1kg";"2015";;"zł";"";
0600000;"LUBELSKIE";"chleb 1kg";"2016";;"zł";"";
0600000;"LUBELSKIE";"chleb 1kg";"2017";;"zł";"";
0600000;"LUBELSKIE";"chleb 1kg";"2018";;"zł";"";
0600000;"LUBELSKIE";"chleb 1kg";"2019";;"zł";"";
0600000;"LUBELSKIE";"chleb mieszany zwykły (pszenno-żytni) - za 1kg";"1999";;"zł";"";
0600000;"LUBELSKIE";"chleb mieszany zwykły (pszenno-żytni) - za 1kg";"2000";1,94;"zł";"";
0600000;"LUBELSKIE";"chleb mieszany zwykły (pszenno-żytni) - za 1kg";"2001";2,05;"zł";"";
0600000;"LUBELSKIE";"chleb mieszany zwykły (pszenno-żytni) - za 1kg";"2002";2,03;"zł";"";
0600000;"LUBELSKIE";"chleb mieszany zwykły (pszenno-żytni) - za 1kg";"2003";1,73;"zł";"";
0600000;"LUBELSKIE";"chleb mieszany zwykły (pszenno-żytni) - za 1kg";"2004";1,84;"zł";"";
0600000;"LUBELSKIE";"chleb mieszany zwykły (pszenno-żytni) - za 1kg";"2005";1,82;"zł";"";
0600000;"LUBELSKIE";"chleb mieszany zwykły (pszenno-żytni) - za 1kg";"2006";1,91;"zł";"";
0600000;"LUBELSKIE";"chleb mieszany zwykły (pszenno-żytni) - za 1kg";"2007";2,16;"zł";"";
0600000;"LUBELSKIE";"chleb mieszany zwykły (pszenno-żytni) - za 1kg";"2008";2,52;"zł";"";
0600000;"LUBELSKIE";"chleb mieszany zwykły (pszenno-żytni) - za 1kg";"2009";2,60;"zł";"";
0600000;"LUBELSKIE";"chleb mieszany zwykły (pszenno-żytni) - za 1kg";"2010";2,72;"zł";"";
0600000;"LUBELSKIE";"chleb mieszany zwykły (pszenno-żytni) - za 1kg";"2011";2,97;"zł";"";
0600000;"LUBELSKIE";"chleb mieszany zwykły (pszenno-żytni) - za 1kg";"2012";3,08;"zł";"";
0600000;"LUBELSKIE";"chleb mieszany zwykły (pszenno-żytni) - za 1kg";"2013";3,08;"zł";"";
0600000;"LUBELSKIE";"chleb mieszany zwykły (pszenno-żytni) - za 1kg";"2014";3,10;"zł";"";
0600000;"LUBELSKIE";"chleb mieszany zwykły (pszenno-żytni) - za 1kg";"2015";3,16;"zł";"";
0600000;"LUBELSKIE";"chleb mieszany zwykły (pszenno-żytni) - za 1kg";"2016";3,14;"zł";"";
0600000;"LUBELSKIE";"chleb mieszany zwykły (pszenno-żytni) - za 1kg";"2017";3,22;"zł";"";
0600000;"LUBELSKIE";"chleb mieszany zwykły (pszenno-żytni) - za 1kg";"2018";3,36;"zł";"";
0600000;"LUBELSKIE";"chleb mieszany zwykły (pszenno-żytni) - za 1kg";"2019";3,50;"zł";"";
0600000;"LUBELSKIE";"mąka pszenna "Poznańska", workowana - za 1kg";"1999";0,85;"zł";"";
0600000;"LUBELSKIE";"mąka pszenna "Poznańska", workowana - za 1kg";"2000";1,07;"zł";"";
0600000;"LUBELSKIE";"mąka pszenna "Poznańska", workowana - za 1kg";"2001";0,96;"zł";"";
0600000;"LUBELSKIE";"mąka pszenna "Poznańska", workowana - za 1kg";"2002";0,85;"zł";"";
0600000;"LUBELSKIE";"mąka pszenna "Poznańska", workowana - za 1kg";"2003";0,88;"zł";"";
0600000;"LUBELSKIE";"mąka pszenna "Poznańska", workowana - za 1kg";"2004";1,02;"zł";"";
0600000;"LUBELSKIE";"mąka pszenna "Poznańska", workowana - za 1kg";"2005";0,70;"zł";"";
0600000;"LUBELSKIE";"mąka pszenna "Poznańska", workowana - za 1kg";"2006";0,77;"zł";"";
0600000;"LUBELSKIE";"mąka pszenna "Poznańska", workowana - za 1kg";"2007";1,04;"zł";"";
0600000;"LUBELSKIE";"mąka pszenna "Poznańska", workowana - za 1kg";"2008";1,09;"zł";"";
0600000;"LUBELSKIE";"mąka pszenna "Poznańska", workowana - za 1kg";"2009";0,80;"zł";"";
0600000;"LUBELSKIE";"mąka pszenna "Poznańska", workowana - za 1kg";"2010";0,99;"zł";"";
0600000;"LUBELSKIE";"mąka pszenna "Poznańska", workowana - za 1kg";"2011";1,39;"zł";"";
0600000;"LUBELSKIE";"mąka pszenna "Poznańska", workowana - za 1kg";"2012";1,31;"zł";"";
0600000;"LUBELSKIE";"mąka pszenna "Poznańska", workowana - za 1kg";"2013";1,30;"zł";"";
0600000;"LUBELSKIE";"mąka pszenna "Poznańska", workowana - za 1kg";"2014";1,11;"zł";"";
0600000;"LUBELSKIE";"mąka pszenna "Poznańska", workowana - za 1kg";"2015";1,06;"zł";"";
0600000;"LUBELSKIE";"mąka pszenna "Poznańska", workowana - za 1kg";"2016";0,96;"zł";"";
0600000;"LUBELSKIE";"mąka pszenna "Poznańska", workowana - za 1kg";"2017";1,03;"zł";"";
0600000;"LUBELSKIE";"mąka pszenna "Poznańska", workowana - za 1kg";"2018";1,09;"zł";"";
0600000;"LUBELSKIE";"mąka pszenna "Poznańska", workowana - za 1kg";"2019";1,16;"zł";"";
0600000;"LUBELSKIE";"kasza jęczmienna "Mazurska" - za 1kg";"1999";0,00;"zł";"";
0600000;"LUBELSKIE";"kasza jęczmienna "Mazurska" - za 1kg";"2000";0,00;"zł";"";
0600000;"LUBELSKIE";"kasza jęczmienna "Mazurska" - za 1kg";"2001";0,00;"zł";"";
0600000;"LUBELSKIE";"kasza jęczmienna "Mazurska" - za 1kg";"2002";0,00;"zł";"";
0600000;"LUBELSKIE";"kasza jęczmienna "Mazurska" - za 1kg";"2003";1,15;"zł";"";
0600000;"LUBELSKIE";"kasza jęczmienna "Mazurska" - za 1kg";"2004";1,42;"zł";"";
0600000;"LUBELSKIE";"kasza jęczmienna "Mazurska" - za 1kg";"2005";1,50;"zł";"";
0600000;"LUBELSKIE";"kasza jęczmienna "Mazurska" - za 1kg";"2006";1,31;"zł";"";
0600000;"LUBELSKIE";"kasza jęczmienna "Mazurska" - za 1kg";"2007";1,40;"zł";"";
0600000;"LUBELSKIE";"kasza jęczmienna "Mazurska" - za 1kg";"2008";2,39;"zł";"";
0600000;"LUBELSKIE";"kasza jęczmienna "Mazurska" - za 1kg";"2009";2,25;"zł";"";
0600000;"LUBELSKIE";"kasza jęczmienna "Mazurska" - za 1kg";"2010";2,02;"zł";"";
0600000;"LUBELSKIE";"kasza jęczmienna "Mazurska" - za 1kg";"2011";2,42;"zł";"";
0600000;"LUBELSKIE";"kasza jęczmienna "Mazurska" - za 1kg";"2012";2,24;"zł";"";
0600000;"LUBELSKIE";"kasza jęczmienna "Mazurska" - za 1kg";"2013";2,77;"zł";"";
0600000;"LUBELSKIE";"kasza jęczmienna "Mazurska" - za 1kg";"2014";2,76;"zł";"";
0600000;"LUBELSKIE";"kasza jęczmienna "Mazurska" - za 1kg";"2015";2,22;"zł";"";
0600000;"LUBELSKIE";"kasza jęczmienna "Mazurska" - za 1kg";"2016";2,05;"zł";"";
0600000;"LUBELSKIE";"kasza jęczmienna "Mazurska" - za 1kg";"2017";1,82;"zł";"";
0600000;"LUBELSKIE";"kasza jęczmienna "Mazurska" - za 1kg";"2018";2,04;"zł";"";
0600000;"LUBELSKIE";"kasza jęczmienna "Mazurska" - za 1kg";"2019";2,02;"zł";"";
0600000;"LUBELSKIE";"kasza gryczana prażona cała - za 1kg";"1999";0,00;"zł";"";
0600000;"LUBELSKIE";"kasza gryczana prażona cała - za 1kg";"2000";0,00;"zł";"";
0600000;"LUBELSKIE";"kasza gryczana prażona cała - za 1kg";"2001";3,82;"zł";"";
0600000;"LUBELSKIE";"kasza gryczana prażona cała - za 1kg";"2002";3,79;"zł";"";
0600000;"LUBELSKIE";"kasza gryczana prażona cała - za 1kg";"2003";2,94;"zł";"";
0600000;"LUBELSKIE";"kasza gryczana prażona cała - za 1kg";"2004";3,13;"zł";"";
0600000;"LUBELSKIE";"kasza gryczana prażona cała - za 1kg";"2005";2,58;"zł";"";
0600000;"LUBELSKIE";"kasza gryczana prażona cała - za 1kg";"2006";2,60;"zł";"";
0600000;"LUBELSKIE";"kasza gryczana prażona cała - za 1kg";"2007";3,57;"zł";"";
0600000;"LUBELSKIE";"kasza gryczana prażona cała - za 1kg";"2008";3,22;"zł";"";
0600000;"LUBELSKIE";"kasza gryczana prażona cała - za 1kg";"2009";3,04;"zł";"";
0600000;"LUBELSKIE";"kasza gryczana prażona cała - za 1kg";"2010";3,87;"zł";"";
0600000;"LUBELSKIE";"kasza gryczana prażona cała - za 1kg";"2011";5,94;"zł";"";
0600000;"LUBELSKIE";"kasza gryczana prażona cała - za 1kg";"2012";3,33;"zł";"";
0600000;"LUBELSKIE";"kasza gryczana prażona cała - za 1kg";"2013";4,00;"zł";"";
0600000;"LUBELSKIE";"kasza gryczana prażona cała - za 1kg";"2014";4,46;"zł";"";
0600000;"LUBELSKIE";"kasza gryczana prażona cała - za 1kg";"2015";4,60;"zł";"";
0600000;"LUBELSKIE";"kasza gryczana prażona cała - za 1kg";"2016";4,32;"zł";"";
0600000;"LUBELSKIE";"kasza gryczana prażona cała - za 1kg";"2017";3,81;"zł";"";
0600000;"LUBELSKIE";"kasza gryczana prażona cała - za 1kg";"2018";3,57;"zł";"";
0600000;"LUBELSKIE";"kasza gryczana prażona cała - za 1kg";"2019";3,16;"zł";"";
0800000;"LUBUSKIE";"chleb 1kg";"1999";1,98;"zł";"";
0800000;"LUBUSKIE";"chleb 1kg";"2000";;"zł";"";
0800000;"LUBUSKIE";"chleb 1kg";"2001";;"zł";"";
0800000;"LUBUSKIE";"chleb 1kg";"2002";;"zł";"";
0800000;"LUBUSKIE";"chleb 1kg";"2003";;"zł";"";
0800000;"LUBUSKIE";"chleb 1kg";"2004";;"zł";"";
0800000;"LUBUSKIE";"chleb 1kg";"2005";;"zł";"";
0800000;"LUBUSKIE";"chleb 1kg";"2006";;"zł";"";
0800000;"LUBUSKIE";"chleb 1kg";"2007";;"zł";"";
0800000;"LUBUSKIE";"chleb 1kg";"2008";;"zł";"";
0800000;"LUBUSKIE";"chleb 1kg";"2009";;"zł";"";
0800000;"LUBUSKIE";"chleb 1kg";"2010";;"zł";"";
0800000;"LUBUSKIE";"chleb 1kg";"2011";;"zł";"";
0800000;"LUBUSKIE";"chleb 1kg";"2012";;"zł";"";
0800000;"LUBUSKIE";"chleb 1kg";"2013";;"zł";"";
0800000;"LUBUSKIE";"chleb 1kg";"2014";;"zł";"";
0800000;"LUBUSKIE";"chleb 1kg";"2015";;"zł";"";
0800000;"LUBUSKIE";"chleb 1kg";"2016";;"zł";"";
0800000;"LUBUSKIE";"chleb 1kg";"2017";;"zł";"";
0800000;"LUBUSKIE";"chleb 1kg";"2018";;"zł";"";
0800000;"LUBUSKIE";"chleb 1kg";"2019";;"zł";"";
0800000;"LUBUSKIE";"chleb mieszany zwykły (pszenno-żytni) - za 1kg";"1999";;"zł";"";
0800000;"LUBUSKIE";"chleb mieszany zwykły (pszenno-żytni) - za 1kg";"2000";2,93;"zł";"";
0800000;"LUBUSKIE";"chleb mieszany zwykły (pszenno-żytni) - za 1kg";"2001";2,13;"zł";"";
0800000;"LUBUSKIE";"chleb mieszany zwykły (pszenno-żytni) - za 1kg";"2002";1,88;"zł";"";
0800000;"LUBUSKIE";"chleb mieszany zwykły (pszenno-żytni) - za 1kg";"2003";1,85;"zł";"";
0800000;"LUBUSKIE";"chleb mieszany zwykły (pszenno-żytni) - za 1kg";"2004";1,90;"zł";"";
0800000;"LUBUSKIE";"chleb mieszany zwykły (pszenno-żytni) - za 1kg";"2005";1,98;"zł";"";
0800000;"LUBUSKIE";"chleb mieszany zwykły (pszenno-żytni) - za 1kg";"2006";2,08;"zł";"";
0800000;"LUBUSKIE";"chleb mieszany zwykły (pszenno-żytni) - za 1kg";"2007";2,34;"zł";"";
0800000;"LUBUSKIE";"chleb mieszany zwykły (pszenno-żytni) - za 1kg";"2008";2,82;"zł";"";
0800000;"LUBUSKIE";"chleb mieszany zwykły (pszenno-żytni) - za 1kg";"2009";2,91;"zł";"";
0800000;"LUBUSKIE";"chleb mieszany zwykły (pszenno-żytni) - za 1kg";"2010";2,99;"zł";"";
0800000;"LUBUSKIE";"chleb mieszany zwykły (pszenno-żytni) - za 1kg";"2011";3,27;"zł";"";
0800000;"LUBUSKIE";"chleb mieszany zwykły (pszenno-żytni) - za 1kg";"2012";3,55;"zł";"";
0800000;"LUBUSKIE";"chleb mieszany zwykły (pszenno-żytni) - za 1kg";"2013";3,84;"zł";"";
0800000;"LUBUSKIE";"chleb mieszany zwykły (pszenno-żytni) - za 1kg";"2014";3,84;"zł";"";
0800000;"LUBUSKIE";"chleb mieszany zwykły (pszenno-żytni) - za 1kg";"2015";3,84;"zł";"";
0800000;"LUBUSKIE";"chleb mieszany zwykły (pszenno-żytni) - za 1kg";"2016";3,84;"zł";"";
0800000;"LUBUSKIE";"chleb mieszany zwykły (pszenno-żytni) - za 1kg";"2017";3,84;"zł";"";
0800000;"LUBUSKIE";"chleb mieszany zwykły (pszenno-żytni) - za 1kg";"2018";3,90;"zł";"";
0800000;"LUBUSKIE";"chleb mieszany zwykły (pszenno-żytni) - za 1kg";"2019";4,19;"zł";"";
0800000;"LUBUSKIE";"mąka pszenna "Poznańska", workowana - za 1kg";"1999";0,00;"zł";"";
0800000;"LUBUSKIE";"mąka pszenna "Poznańska", workowana - za 1kg";"2000";1,07;"zł";"";
0800000;"LUBUSKIE";"mąka pszenna "Poznańska", workowana - za 1kg";"2001";0,92;"zł";"";
0800000;"LUBUSKIE";"mąka pszenna "Poznańska", workowana - za 1kg";"2002";0,81;"zł";"";
0800000;"LUBUSKIE";"mąka pszenna "Poznańska", workowana - za 1kg";"2003";0,86;"zł";"";
0800000;"LUBUSKIE";"mąka pszenna "Poznańska", workowana - za 1kg";"2004";1,05;"zł";"";
0800000;"LUBUSKIE";"mąka pszenna "Poznańska", workowana - za 1kg";"2005";0,00;"zł";"";
0800000;"LUBUSKIE";"mąka pszenna "Poznańska", workowana - za 1kg";"2006";0,81;"zł";"";
0800000;"LUBUSKIE";"mąka pszenna "Poznańska", workowana - za 1kg";"2007";1,09;"zł";"";
0800000;"LUBUSKIE";"mąka pszenna "Poznańska", workowana - za 1kg";"2008";0,00;"zł";"";
0800000;"LUBUSKIE";"mąka pszenna "Poznańska", workowana - za 1kg";"2009";0,00;"zł";"";
0800000;"LUBUSKIE";"mąka pszenna "Poznańska", workowana - za 1kg";"2010";0,00;"zł";"";
0800000;"LUBUSKIE";"mąka pszenna "Poznańska", workowana - za 1kg";"2011";0,00;"zł";"";
0800000;"LUBUSKIE";"mąka pszenna "Poznańska", workowana - za 1kg";"2012";0,00;"zł";"";
0800000;"LUBUSKIE";"mąka pszenna "Poznańska", workowana - za 1kg";"2013";0,00;"zł";"";
0800000;"LUBUSKIE";"mąka pszenna "Poznańska", workowana - za 1kg";"2014";0,00;"zł";"";
0800000;"LUBUSKIE";"mąka pszenna "Poznańska", workowana - za 1kg";"2015";0,00;"zł";"";
0800000;"LUBUSKIE";"mąka pszenna "Poznańska", workowana - za 1kg";"2016";0,00;"zł";"";
0800000;"LUBUSKIE";"mąka pszenna "Poznańska", workowana - za 1kg";"2017";0,00;"zł";"";
0800000;"LUBUSKIE";"mąka pszenna "Poznańska", workowana - za 1kg";"2018";0,00;"zł";"";
0800000;"LUBUSKIE";"mąka pszenna "Poznańska", workowana - za 1kg";"2019";0,00;"zł";"";
0800000;"LUBUSKIE";"kasza jęczmienna "Mazurska" - za 1kg";"1999";0,00;"zł";"";
0800000;"LUBUSKIE";"kasza jęczmienna "Mazurska" - za 1kg";"2000";1,13;"zł";"";
0800000;"LUBUSKIE";"kasza jęczmienna "Mazurska" - za 1kg";"2001";0,00;"zł";"";
0800000;"LUBUSKIE";"kasza jęczmienna "Mazurska" - za 1kg";"2002";0,00;"zł";"";
0800000;"LUBUSKIE";"kasza jęczmienna "Mazurska" - za 1kg";"2003";0,00;"zł";"";
0800000;"LUBUSKIE";"kasza jęczmienna "Mazurska" - za 1kg";"2004";0,00;"zł";"";
0800000;"LUBUSKIE";"kasza jęczmienna "Mazurska" - za 1kg";"2005";0,00;"zł";"";
0800000;"LUBUSKIE";"kasza jęczmienna "Mazurska" - za 1kg";"2006";0,00;"zł";"";
0800000;"LUBUSKIE";"kasza jęczmienna "Mazurska" - za 1kg";"2007";0,00;"zł";"";
0800000;"LUBUSKIE";"kasza jęczmienna "Mazurska" - za 1kg";"2008";0,00;"zł";"";
0800000;"LUBUSKIE";"kasza jęczmienna "Mazurska" - za 1kg";"2009";0,00;"zł";"";
0800000;"LUBUSKIE";"kasza jęczmienna "Mazurska" - za 1kg";"2010";0,00;"zł";"";
0800000;"LUBUSKIE";"kasza jęczmienna "Mazurska" - za 1kg";"2011";0,00;"zł";"";
0800000;"LUBUSKIE";"kasza jęczmienna "Mazurska" - za 1kg";"2012";0,00;"zł";"";
0800000;"LUBUSKIE";"kasza jęczmienna "Mazurska" - za 1kg";"2013";0,00;"zł";"";
0800000;"LUBUSKIE";"kasza jęczmienna "Mazurska" - za 1kg";"2014";0,00;"zł";"";
0800000;"LUBUSKIE";"kasza jęczmienna "Mazurska" - za 1kg";"2015";0,00;"zł";"";
0800000;"LUBUSKIE";"kasza jęczmienna "Mazurska" - za 1kg";"2016";0,00;"zł";"";
0800000;"LUBUSKIE";"kasza jęczmienna "Mazurska" - za 1kg";"2017";0,00;"zł";"";
0800000;"LUBUSKIE";"kasza jęczmienna "Mazurska" - za 1kg";"2018";0,00;"zł";"";
0800000;"LUBUSKIE";"kasza jęczmienna "Mazurska" - za 1kg";"2019";0,00;"zł";"";
0800000;"LUBUSKIE";"kasza gryczana prażona cała - za 1kg";"1999";3,57;"zł";"";
0800000;"LUBUSKIE";"kasza gryczana prażona cała - za 1kg";"2000";3,67;"zł";"";
0800000;"LUBUSKIE";"kasza gryczana prażona cała - za 1kg";"2001";3,70;"zł";"";
0800000;"LUBUSKIE";"kasza gryczana prażona cała - za 1kg";"2002";3,70;"zł";"";
0800000;"LUBUSKIE";"kasza gryczana prażona cała - za 1kg";"2003";3,82;"zł";"";
0800000;"LUBUSKIE";"kasza gryczana prażona cała - za 1kg";"2004";3,70;"zł";"";
0800000;"LUBUSKIE";"kasza gryczana prażona cała - za 1kg";"2005";3,06;"zł";"";
0800000;"LUBUSKIE";"kasza gryczana prażona cała - za 1kg";"2006";3,04;"zł";"";
0800000;"LUBUSKIE";"kasza gryczana prażona cała - za 1kg";"2007";4,19;"zł";"";
0800000;"LUBUSKIE";"kasza gryczana prażona cała - za 1kg";"2008";3,99;"zł";"";
0800000;"LUBUSKIE";"kasza gryczana prażona cała - za 1kg";"2009";3,91;"zł";"";
0800000;"LUBUSKIE";"kasza gryczana prażona cała - za 1kg";"2010";4,64;"zł";"";
0800000;"LUBUSKIE";"kasza gryczana prażona cała - za 1kg";"2011";7,54;"zł";"";
0800000;"LUBUSKIE";"kasza gryczana prażona cała - za 1kg";"2012";4,85;"zł";"";
0800000;"LUBUSKIE";"kasza gryczana prażona cała - za 1kg";"2013";0,00;"zł";"";
0800000;"LUBUSKIE";"kasza gryczana prażona cała - za 1kg";"2014";0,00;"zł";"";
0800000;"LUBUSKIE";"kasza gryczana prażona cała - za 1kg";"2015";0,00;"zł";"";
0800000;"LUBUSKIE";"kasza gryczana prażona cała - za 1kg";"2016";0,00;"zł";"";
0800000;"LUBUSKIE";"kasza gryczana prażona cała - za 1kg";"2017";0,00;"zł";"";
0800000;"LUBUSKIE";"kasza gryczana prażona cała - za 1kg";"2018";0,00;"zł";"";
0800000;"LUBUSKIE";"kasza gryczana prażona cała - za 1kg";"2019";0,00;"zł";"";
1000000;"ŁÓDZKIE";"chleb 1kg";"1999";1,45;"zł";"";
1000000;"ŁÓDZKIE";"chleb 1kg";"2000";;"zł";"";
1000000;"ŁÓDZKIE";"chleb 1kg";"2001";;"zł";"";
1000000;"ŁÓDZKIE";"chleb 1kg";"2002";;"zł";"";
1000000;"ŁÓDZKIE";"chleb 1kg";"2003";;"zł";"";
1000000;"ŁÓDZKIE";"chleb 1kg";"2004";;"zł";"";
1000000;"ŁÓDZKIE";"chleb 1kg";"2005";;"zł";"";
1000000;"ŁÓDZKIE";"chleb 1kg";"2006";;"zł";"";
1000000;"ŁÓDZKIE";"chleb 1kg";"2007";;"zł";"";
1000000;"ŁÓDZKIE";"chleb 1kg";"2008";;"zł";"";
